country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role,dedup_notes,temporal_flag,qa_flags
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER STUDI, CONSULENZE TECNICHE E GIURIDICHE, TRADUZIONI, RICERCHE SPERIMENTALI ED ESPERIMENTI DAL VERO","Expenses for studies, technical and legal consultations, translations, experimental research and real experiments",1000000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,528,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,TOTALE DEL TITOLO I,TOTAL OF TITLE I,5179195302000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,534,gpt-4o-mini,extract,Total budget for the Ministry of University and Scientific and Technological Research.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER LA RICERCA SCIENTIFICA COMPRESE QUELLE RELATIVE AGLI STUDI EO ALLE ESPERIENZE INERENTI ALL'ASSISTENZA AL VOLO,EXPENSES FOR SCIENTIFIC RESEARCH INCLUDING THOSE RELATED TO STUDIES AND EXPERIENCES CONCERNING FLIGHT ASSISTANCE,53800000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,616,gpt-4o-mini,extract,Specific appropriation for scientific research related to flight assistance.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER STUDI, INDAGINI, RICERCHE ED INIZIATIVE VARIE INTERESSANTI IL SETTORE ALIMENTARE","EXPENSES FOR STUDIES, INVESTIGATIONS, RESEARCH AND VARIOUS INITIATIVES INTERESTING THE FOOD SECTOR",157500000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,654,gpt-4o-mini,extract,Expenses for research initiatives in the food sector.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER L'ATTUAZIONE DI CORSI DI PREPARAZIONE, FORMAZIONE, AGGIORNAMENTO E PERFEZIONAMENTO DEL PERSONALE. PARTECIPAZIONE ALLE SPESE PER CORSI INDETTI DA ENTI, ISTITUTI ED AMMINISTRAZIONI VARIE","EXPENSES FOR THE IMPLEMENTATION OF PREPARATION, TRAINING, UPDATING AND IMPROVEMENT COURSES FOR STAFF. PARTICIPATION IN THE EXPENSES FOR COURSES ORGANIZED BY VARIOUS BODIES, INSTITUTES AND ADMINISTRATIONS",100000000.0,lira,ITL,higher_education,include,1.0,1987 19861230_301_SO_125.pdf,654,gpt-4o-mini,extract,Expenses for training and improvement courses related to research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER LO SVOLGIMENTO DI CONGRESSI, RIUNIONI, GRUPPI DI LAVORO A CARATTERE NAZIONALE ED INTERNAZIONALE, NONCHE’ PER LA TRADUZIONE, ANCHE DA PARTE DI ESTRANEI ALL'AMMINISTRAZIONE, DI TESTI, ATTI, DOCUMENTI","Expenses for the conduct of national and international congresses, meetings, working groups, as well as for the translation, also by foreigners to the administration, of texts, acts, documents",290000000.0,lira,ITL,unclear,review,0.5,1987 19861230_301_SO_125.pdf,655,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER L'ACQUISTO E LA MANUTENZIONE DELLE ATTREZZATURE DI LABORATORIO,Expenses for the purchase and maintenance of laboratory equipment,2210000000.0,lira,ITL,research_infrastructure,include,0.8,1987 19861230_301_SO_125.pdf,655,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale della Rubrica,Total of the Chapter,403933406000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,655,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER IL FUNZIONAMENTO DEI SERVIZI DI RICERCA E DI CONTROLLO SPERIMENTALE PER LA SICUREZZA NELL'ATTIVITA' ESTRATTIVA,Expenses for the operation of research and experimental control services for safety in extraction activities,150000000.0,lira,ITL,direct_rd,include,0.9,1987 19861230_301_SO_125.pdf,691,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER IL FUNZIONAMENTO DEI LABORATORI DEL SERVIZIO CHIMICO DEL CORPO DELLE MINIERE,Expenses for the operation of the laboratories of the chemical service of the mining body,67000000.0,lira,ITL,research_infrastructure,include,0.8,1987 19861230_301_SO_125.pdf,691,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,CONTRIBUTO AL COMITATO NAZIONALE PER LA RICERCA E PER LO SVILUPPO DELL'ENERGIA NUCLEARE E DELLE ENERGIE ALTERNATIVE (ENEA),Contribution to the National Committee for Research and Development of Nuclear Energy and Alternative Energies (ENEA),590000000000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,695,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER LA RICERCA SCIENTIFICA,Expenses for Scientific Research,3500000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,695,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,CONTRIBUTI ALLE IMPRESE PER LA RICERCA MINERARIA OPERATIVA NELLE AREE INDIZIATE DEL TERRITORIO NAZIONALE,Contributions to Companies for Operational Mining Research in Designated Areas of the National Territory,41000000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,696,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER L'EFFETTUAZIONE DEI PROGRAMMI DI RICERCA MINERARIA DI BASE,Expenses for the Implementation of Basic Mining Research Programs,18000000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,696,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale del TITOLO II,Total of TITLE II,4586849000000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,696,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1987,line_item,RUBRICA 6,PESCA,FISHING,,CONTRIBUTO ORDINARIO ALLE SPESE RELATIVE AL FUNZIONAMENTO DELL'ISTITUTO CENTRALE PER LA RICERCA SCIENTIFICA E TECNOLOGICA APPLICATA ALLA PESCA MARITTIMA,ORDINARY CONTRIBUTION TO THE OPERATING EXPENSES OF THE CENTRAL INSTITUTE FOR SCIENTIFIC AND TECHNOLOGICAL RESEARCH APPLIED TO MARITIME FISHING,1300000000.0,lira,ITL,science_agency,include,0.9,1987 19861230_301_SO_125.pdf,741,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,RUBRICA 6,PESCA,FISHING,,CONTRIBUTI PER LA RICERCA SCIENTIFICA E TECNOLOGICA APPLICATA ALLA PESCA MARITTIMA,CONTRIBUTIONS FOR SCIENTIFIC AND TECHNOLOGICAL RESEARCH APPLIED TO MARITIME FISHING,6000000000.0,lira,ITL,direct_rd,include,0.9,1987 19861230_301_SO_125.pdf,742,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER CONGRESSI, SIMPOSI, CONFERENZE E DI RAPPRESENTANZA. SPESE PER LA COOPERAZIONE CON ORGANIZZAZIONI ESTERE ED INTERNAZIONALI E CON ACCADEMIE EO ISTITUTI SCIENTIFICI","Expenses for Congresses, Symposia, Conferences, and Representation. Expenses for Cooperation with Foreign and International Organizations and with Academies and Scientific Institutes",100000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,771,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER INCARICHI OI RICERCA AD ISTITUTI DI RICONOSCIUTO VALORE SCIENTIFICO PER L'ATTUAZIONE DEI PROGRAMMI DI RICERCA PREVISTI DAI PIANI SANITARI NAZIONALI,Expenses for Research Assignments to Recognized Scientific Institutes for the Implementation of Research Programs Provided by National Health Plans,1000000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,771,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER L'ACQUISTO E LA RILEGATURA DI LIBRI E RIVISTE PER LA BIBLIOTECA; SPESE PER ESTRATTI, FOTORIPRODUZIONI, TRADUZIONI, STAMPE E CONTRIBUTI DI STAMPA E PUBBLICAZIONI SCIENTIFICHE","Expenses for the Purchase and Binding of Books and Journals for the Library; Expenses for Extracts, Photocopies, Translations, Prints, and Contributions for Scientific Publications",200000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,771,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,SPESE PER LA RICERCA SCIENTIFICA,Expenses for Scientific Research,6500000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,772,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale del TITOLO I,Total of TITLE I,684607100000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,796,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"CONTRIBUTI PER CONGRESSI SCIENTIFICI E CULTURALI, PER LE EDIZIONI NAZIONALI ED ALTRE PUBBLICAZIONI DI CARATTERE CONTINUATIVO, PREMI DI INCORAGGIAMENTO E AIUTI AD AUTORI, AD ENTI E AD ISTITUTI CHE ABBIANO ESEGUITO O PROMOSSO OPERE DI PARTICOLARE PREGIO ED IMPORTANZA PER LA CULTURA E L’INDUSTRIA","Contributions for scientific and cultural congresses, for national editions and other continuous publications, encouragement awards and assistance to authors, entities, and institutions that have executed or promoted works of particular value and importance for culture and industry",650000000.0,lira,ITL,rd_adjacent,include,0.8,1987 19861230_301_SO_125.pdf,797,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,CONTRIBUTI PER IL FUNZIONAMENTO DI BIBLIOTECHE NON STATALI APERTE AL PUBBLICO CON ESCLUSIONE OF QUELLE DI COMPETENZA REGIONALE,Contributions for the operation of non-state libraries open to the public excluding those under regional competence,1150000000.0,lira,ITL,rd_adjacent,include,0.8,1987 19861230_301_SO_125.pdf,797,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale della Rubrica 2,Total of Section 2,35059000.0,lira,ITL,science_agency,include,1.0,1987 19861230_301_SO_125.pdf,797,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1987,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"CONTRIBUTO PER IL CENTRO INTERNAZIONALE DI STUDI PER LA CONSERVAZIONE ED IL RESTAURO DEI BENI CULTURALI, DA SOSTENERE AI TERMINI DELL'ACCORDO TRA L'ITALIA E L'ORGANIZZAZIONE DELLE NAZIONI UNITE PER L'EDUCAZIONE, LA SCIENZA E LA CULTURA (U.N.E.S.C.O.) CONCLUSO A PARIGI","Contribution to the International Center for Studies for the Conservation and Restoration of Cultural Heritage, to be supported under the agreement between Italy and the United Nations Educational, Scientific and Cultural Organization (UNESCO) concluded in Paris",90000000.0,lira,ITL,rd_adjacent,include,0.8,1987 19861230_301_SO_125.pdf,799,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1987,line_item,17,Ricerca e innovazione,Research and Innovation,,SPESE PER LA RICERCA SCIENTIFICA,Expenses for Scientific Research,25000000.0,lira,ITL,direct_rd,include,1.0,1987 19861230_301_SO_125.pdf,804,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Spese per la ricerca scientifica,Expenses for scientific research,1020000000000.0,lira,ITL,direct_rd,include,1.0,1988 19880319_066_SO_020.pdf,166,gpt-4o-mini,extract,Direct expenses allocated for scientific research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Contributi straordinari al Consiglio Nazionale delle Ricerche per l'attuazione di programmi spaziali nazionali,Extraordinary contributions to the National Research Council for the implementation of national space programs,380000000000.0,lira,ITL,science_agency,include,1.0,1988 19880319_066_SO_020.pdf,166,gpt-4o-mini,extract,Funding for national space programs through the National Research Council.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale della Rubrica 2,Total of Chapter 2,1400000000000.0,lira,ITL,science_agency,include,1.0,1988 19880319_066_SO_020.pdf,166,gpt-4o-mini,extract,Total budget for the Ministry of University and Scientific and Technological Research.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1988,line_item,16,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,SOMMA DA ASSEGNARE AL CNR PER LA COSTRUZIONE DELL'AREA DI RICERCA DI FRASCATI,Amount to be allocated to CNR for the construction of the research area in Frascati,,lira,ITL,direct_rd,review,0.4,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,Amount not specified | no_amount,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,16,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,SOMMA DA ASSEGNARE ALL'ISTITUTO NAZIONALE DI FISICA NUCLEARE PER IL COMPLETAMENTO DELLE OPERE DEL LABORATORIO ACCELERATO,Amount to be allocated to the National Institute of Nuclear Physics for the completion of the accelerator laboratory works,,lira,ITL,direct_rd,review,0.4,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,Amount not specified | no_amount,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,16,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,CONTRIBUTO ALL'ENEA PER IL PROGRAMMA NAZIONALE DI RICERCHE IN ANTARTIDE,Contribution to ENEA for the National Research Program in Antarctica,50000000000.0,lira,ITL,direct_rd,include,1.0,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,16,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,CONTRIBUTI A TITOLO DI CONCORSO NELLE SPESE RELATIVE AI RAPPORTI DI COLLABORAZIONE ED ALLA COSTITUZIONE DI CONSORZI TRA LE UNIVERSITA’ È LE ALTRE ISTITUZIONI DI RICERCA PUBBLICHE E PRIVATE,Contributions for collaboration expenses and the establishment of consortia between universities and other public and private research institutions,25000000000.0,lira,ITL,direct_rd,include,1.0,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,section_total,16,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,TOTALE DELLA RUBRICA 16,Total for Section 16,102700000000.0,lira,ITL,science_agency,include,1.0,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1988,program_total,18,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,,TOTALE DELLA RUBRICA 18,Total for Section 18,102700000000.0,lira,ITL,science_agency,include,1.0,1988 19880319_066_SO_020.pdf,168,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,section_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Totale del Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Total of the Ministry of University and Scientific and Technological Research,271170944692.0,lira,ITL,science_agency,include,1.0,1988 19880319_066_SO_020.pdf,192,gpt-4o-mini,extract,,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Contributo al C.N.R. per borse di studio per giovani laureati nel Mezzogiorno.,Contribution to the C.N.R. for scholarships for young graduates in the Mezzogiorno.,25000000000.0,lira,ITL,higher_education,include,0.8,1988 19880319_066_SO_020.pdf,281,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Riforma della legge n.46 del 1982 e partecipazione a programmi internazionali di ricerca e innovazione.,Reform of law no. 46 of 1982 and participation in international research and innovation programs.,125000000000.0,lira,ITL,rd_adjacent,include,0.8,1988 19880319_066_SO_020.pdf,281,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Rifinanziamento legge n. 308 del 1982 in materia di fonti rinnovabili di energia e di risparmio dei consumi energetici,Refinancing Law No. 308 of 1982 on renewable energy sources and energy savings,366000000000.0,lira,ITL,innovation_instruments,include,0.75,1988 19880319_066_SO_020.pdf,285,gpt-4o-mini,extract,Supports renewable energy research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"Contributo per la valorizzazione e la utilizzazione delle risorse irrigue ad opera dell'ente per lo sviluppo dell'irrigazione e la trasformazione fondiaria in Puglia, Lucania ed Irpinia","Contribution for the enhancement and utilization of irrigation resources by the agency for the development of irrigation and land transformation in Puglia, Lucania, and Irpinia",15000000000.0,lira,ITL,research_infrastructure,include,0.7,1988 19880319_066_SO_020.pdf,288,gpt-4o-mini,extract,Supports research infrastructure for irrigation.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
Italy,1988,program_total,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,Fondo per la ricerca scientifica e tecnologica,Fund for Scientific and Technological Research,5000000000000.0,lira,ITL,direct_rd,include,0.8,1988 19880319_066_SO_020.pdf,365,gpt-4o-mini,extract,Specific fund for scientific research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,,ok
