year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,series_notes
2024,Endeavour Fund (New Zealand),rd_fund,246857000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"3,750 | Science, Innovation and Technology: | Endeavour Fund | 246,857 | Science, Innovation and Technology: | Founder and Startup Support",Explicit modern contestable science fund visible in estimates acts.
2025,Endeavour Fund (New Zealand),rd_fund,245124000.0,dollar,NZD,program_total,2025_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"8,000 | Science, Innovation and Technology: | Endeavour Fund | 245,124 | Schedule 1 | Appropriation (2025/26 Estimates) Act 2025",Explicit modern contestable science fund visible in estimates acts.
2016,Health Research Fund (New Zealand),rd_fund,87175000.0,dollar,NZD,program_total,2016_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2016_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_46a192ff6d77__2016_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Science and Innovation: Contestable | Research Fund | 183,230 | Science and Innovation: Health Research | Fund | 87,175 | Science and Innovation: Marsden Fund",
2017,Health Research Fund (New Zealand),rd_fund,92986000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Science and Innovation: Contestable | Research Fund | 196,265 | Science and Innovation: Health Research | Fund | 92,986 | Science and Innovation: Marsden Fund",
2018,Health Research Fund (New Zealand),rd_fund,100641000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 13,000 | Research, Science and Innovation: | Endeavour Fund | 216,363 | Research, Science and Innovation: Health | Research Fund | 100,641 | Research, Science and Innovation:",
2019,Health Research Fund (New Zealand),rd_fund,117489000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"Energy and Resources: Management of | IEA Oil Stocks | 8,000 | Research, Science and Innovation: | Endeavour Fund | 223,236 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation: Marsden",
2020,Health Research Fund (New Zealand),rd_fund,117489000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Health Research Fund",verified_against_compiled_series,"Energy and Resources: Energy Efficiency | and Conservation | 33,774 | Research, Science and Innovation: | Endeavour Fund | 242,712 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation:",
2021,Health Research Fund (New Zealand),rd_fund,117489000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"227,665 | Research, Science and Innovation: | Health Research Fund | 117,489 | Research, Science and Innovation: | Marsden Fund",
2022,Health Research Fund (New Zealand),rd_fund,127489000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"230,257 | Research, Science and Innovation: | Health Research Fund | 127,489 | Research, Science and Innovation: | Marsden Fund",
2023,Health Research Fund (New Zealand),rd_fund,117489000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"2,717 | Research, Science and Innovation: | Health Research Fund | 117,489 | Research, Science and Innovation: | Marsden Fund",
2024,Health Research Fund (New Zealand),rd_fund,124989000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"2,860 | Science, Innovation and Technology: | Health Research Fund | 124,989 | Science, Innovation and Technology: | Marsden Fund",
2025,Health Research Fund (New Zealand),rd_fund,107660000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Health Research Fund,verified_against_compiled_series,"6,700 | Science, Innovation and Technology: | Health Research Fund | 107,660 | Science, Innovation and Technology: | Marsden Fund",
1998,Marsden Fund (New Zealand),science_agency,21839000.0,dollar,NZD,program_total,1998_Appropriation Estimates Act.pdf,24.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1998_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_88575f60fa8f__1998_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,". .. | 1,038 | Marsden Fund | ... | ... | 21,839",Starts only once the fund amount is cleanly recoverable from the source tables.
1999,Marsden Fund (New Zealand),science_agency,22839000.0,dollar,NZD,program_total,1999_Appropriation Estimates Act.pdf,25.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1999_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f7c1a769f922__1999_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"... | 1,038 | Marsden Fund | ... | ... | 22,839",Starts only once the fund amount is cleanly recoverable from the source tables.
2000,Marsden Fund (New Zealand),science_agency,25839000.0,dollar,NZD,program_total,2000_Appropriation Estimates Act.pdf,29.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2000_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_607c38b60469__2000_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"326 | Non-departmental output classes- | Marsden Fund | 25,839 | Non-Specific Output Fundmg | 27,438",Starts only once the fund amount is cleanly recoverable from the source tables.
2001,Marsden Fund (New Zealand),science_agency,27839000.0,dollar,NZD,program_total,2001_Appropriation Estimates Act.pdf,36.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2001_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_9a91bbcdfe6f__2001_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"971 | Non-departmental outpllt classes- | Marsden Fund | 27,839 | Non-SpecIfic Output Funding | 28,026",Starts only once the fund amount is cleanly recoverable from the source tables.
2002,Marsden Fund (New Zealand),science_agency,30839000.0,dollar,NZD,program_total,2002_Appropriation Estimates Act.pdf,37.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2002_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_5356c8bdaf35__2002_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"965 | Non-departmental output classes- | Marsden Fund | 30.839 | Non-Specific Output Funding | 28,016",Starts only once the fund amount is cleanly recoverable from the source tables.
2003,Marsden Fund (New Zealand),science_agency,32789000.0,dollar,NZD,program_total,2003_Appropriation Estimates Act.pdf,36.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2003_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f9df161e2396__2003_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"1078 | Non-departmental output classes- | Marsden Fund | 32,789 | Non-Specific Output Funding | 28,526",Starts only once the fund amount is cleanly recoverable from the source tables.
2005,Marsden Fund (New Zealand),science_agency,33928000.0,dollar,NZD,program_total,2005_Appropriation Estimates Act.pdf,33.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2005_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ff542894ebef__2005_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Fund | 7,680 | Marsden Fund | 33,928 | CRI Capablhty Fund | 38,112",Starts only once the fund amount is cleanly recoverable from the source tables.
2006,Marsden Fund (New Zealand),science_agency,33878000.0,dollar,NZD,program_total,2006_Appropriation Estimates Act.pdf,145.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2006_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_2ac36fc52bdb__2006_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,Technology | Development of International Linkages | Marsden Fund | Promoting an Innovation Culture | Social Development | Capacity Building Initiatives,Starts only once the fund amount is cleanly recoverable from the source tables.
2007,Marsden Fund (New Zealand),science_agency,35878000.0,dollar,NZD,program_total,2007_Appropriation Estimates Act.pdf,43.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2007_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_4e78ee338a15__2007_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"ment Research | 4,867 | Marsden Fund | 35,878 | National Measurement Standards | 5,764",Starts only once the fund amount is cleanly recoverable from the source tables.
2008,Marsden Fund (New Zealand),science_agency,37878000.0,dollar,NZD,line_item,2008_Appropriation Estimates Act.pdf,47.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2008_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_cc437b39c3c0__2008_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"expenditure | $(000) | Marsden Fund | 37,878 | National Measurement Standards | 5,764",Starts only once the fund amount is cleanly recoverable from the source tables.
2009,Marsden Fund (New Zealand),science_agency,46878000.0,dollar,NZD,line_item,2009_Appropriation Estimates Act.pdf,48.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2009_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372fc4fa75da__2009_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Development Research | 4,867 | Marsden Fund | 46,878 | National Measurement | Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2010,Marsden Fund (New Zealand),science_agency,46755000.0,dollar,NZD,line_item,2010_Appropriation Estimates Act.pdf,52.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2010_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_eea4568a36b9__2010_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"and Services Research | 138,407 | Marsden Fund | 46,755 | National Measurement | Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2011,Marsden Fund (New Zealand),science_agency,46755000.0,dollar,NZD,line_item,2011_Appropriation Estimates Act.pdf,48.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2011_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_815c4695074b__2011_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Services Research | 157,204 | Marsden Fund | 46,755 | National Measurement | Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2012,Marsden Fund (New Zealand),science_agency,46755000.0,dollar,NZD,program_total,2012_Appropriation Estimates Act.pdf,45.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2012_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ef18c8184c27__2012_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Services Research | 177,715 | Marsden Fund | 46,755 | National Measurement | Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2013,Marsden Fund (New Zealand),science_agency,51755000.0,dollar,NZD,line_item,2013_Appropriation Estimates Act.pdf,45.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2013_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f7828e074f81__2013_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Services Research | 61,060 | Marsden Fund | 51,755 | National Measurement | Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2014,Marsden Fund (New Zealand),science_agency,52383000.0,dollar,NZD,line_item,2014_Appropriation Estimates Act.pdf,30.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2014_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b6ba75466563__2014_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Research | 58,989 | Marsden Fund | 52,383 | National Measurement Standards | 5,764",Starts only once the fund amount is cleanly recoverable from the source tables.
2015,Marsden Fund (New Zealand),science_agency,53627000.0,dollar,NZD,program_total,2015_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2015_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_5178008fefe9__2015_Appropriation_Estimates_Act.txt.gz,Science and Innovation: Marsden Fund,verified_against_compiled_series,"Manufacturing and Services Research | 64,040 | Science and Innovation: Marsden Fund | 53,627 | Schedule 1 | Appropriation (2015/16 Estimates) Act 2015",Starts only once the fund amount is cleanly recoverable from the source tables.
2016,Marsden Fund (New Zealand),science_agency,57755000.0,dollar,NZD,program_total,2016_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2016_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_46a192ff6d77__2016_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Fund | 87,175 | Science and Innovation: Marsden Fund | 57,755 | Science and Innovation: National | Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2017,Marsden Fund (New Zealand),science_agency,63755000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Fund | 92,986 | Science and Innovation: Marsden Fund | 63,755 | Science and Innovation: National | Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2018,Marsden Fund (New Zealand),science_agency,70545000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"100,641 | Research, Science and Innovation: | Marsden Fund | 70,545 | Research, Science and Innovation: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2019,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"Research, Science and Innovation: | Endeavour Fund | 223,236 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation: Marsden | Fund | 78,545 | Research, Science and Innovation: National",Starts only once the fund amount is cleanly recoverable from the source tables.
2020,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Marsden Fund",verified_against_compiled_series,"Research, Science and Innovation: | Endeavour Fund | 242,712 | Research, Science and Innovation: Health | Research Fund | 117,489 | Research, Science and Innovation: | Marsden Fund | 78,545 | Research, Science and Innovation:",Starts only once the fund amount is cleanly recoverable from the source tables.
2021,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"117,489 | Research, Science and Innovation: | Marsden Fund | 78,545 | Research, Science and Innovation: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2022,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"127,489 | Research, Science and Innovation: | Marsden Fund | 78,545 | Research, Science and Innovation: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2023,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"117,489 | Research, Science and Innovation: | Marsden Fund | 78,545 | Research, Science and Innovation: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2024,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"124,989 | Science, Innovation and Technology: | Marsden Fund | 78,545 | Science, Innovation and Technology: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2025,Marsden Fund (New Zealand),science_agency,78545000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Marsden Fund,verified_against_compiled_series,"107,660 | Science, Innovation and Technology: | Marsden Fund | 78,545 | Science, Innovation and Technology: | National Measurement Standards",Starts only once the fund amount is cleanly recoverable from the source tables.
2016,Partnered Research Fund (New Zealand),rd_fund,37162000.0,dollar,NZD,program_total,2016_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2016_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_46a192ff6d77__2016_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"87,175 | Science and Innovation: Marsden Fund | 57,755 | Science and Innovation: National | Measurement Standards | 5,764 | Science and Innovation: Partnered | Research Fund | 37,162 | Science and Innovation: Repayable Grants",
2017,Partnered Research Fund (New Zealand),rd_fund,37161000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"92,986 | Science and Innovation: Marsden Fund | 63,755 | Science and Innovation: National | Measurement Standards | 5,764 | Science and Innovation: Partnered | Research Fund | 37,161 | Tourism: Marketing of New Zealand as a",
2018,Partnered Research Fund (New Zealand),rd_fund,37771000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"73,466 | Research, Science and Innovation: | Partnered Research Fund | 37,771 | Tourism: Marketing of New Zealand as a | Visitor Destination",
2019,Partnered Research Fund (New Zealand),rd_fund,39473000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"7,632 | Research, Science and Innovation: | Partnered Research Fund | 39,473 | Science and Innovation: Repayable Grants | for Start-Ups",
2020,Partnered Research Fund (New Zealand),rd_fund,33390000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Partnered Research Fund",verified_against_compiled_series,"Research, Science and Innovation: | Marsden Fund | 78,545 | Research, Science and Innovation: | National Measurement Standards | 8,118 | Research, Science and Innovation: | Partnered Research Fund | 33,390 | Research, Science and Innovation:",
2021,Partnered Research Fund (New Zealand),rd_fund,28656000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"8,567 | Research, Science and Innovation: | Partnered Research Fund | 28,656 | Research, Science and Innovation: | Repayable Grants for Start-Ups",
