reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,event_id,n_mentions,mention_survey_years,mention_ids
DNK_2024_002,DNK,Denmark,2024,2025.0,2023.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D funding is expected to stimulate innovation and productivity in the business sector, contributing positively to economic growth.",high,Business R&D Support,R&D Funding Increase,True,announced,The plan has been officially announced and is set to be implemented by 2025.,high,True,3,"This reform represents a significant increase in public funding for business R&D, marking a major policy shift.",high,"Denmark plans to increase business R&D support by 0.25 percentage points of GDP by 2025, aiming to close the gap to the OECD average. This includes raising tax allowances for R&D expenses to 130% for incremental R&D expenses, thereby enhancing public support for business R&D.",The government aims to increase business R&D by 0.25 ppt of GDP by 2025 to halve the gap to the OECD average.,,,EVT_DNK_2025.0_0091,1,2024,DNK_2024_002
DNK_2024_007,DNK,Denmark,2024,2025.0,2023.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"Improving productivity in the public sector through automation is expected to enhance efficiency and service delivery, contributing positively to economic growth.",high,Public Sector Automation,Long-Term Care Productivity Plan,False,announced,The plan has been officially announced and is set to be implemented by 2025.,high,True,3,The 10-year plan represents a significant structural change in how public services will be delivered.,high,"Denmark is preparing a 10-year plan to achieve an additional 10,000 equivalent full-time employees in the public sector through automation and digitisation, which aims to improve productivity in the long-term care sector.","Denmark is preparing a 10-year plan to achieve an additional 10,000 equivalent full-time employees in the public sector via automation and digitisation.",116.0,116.0,EVT_DNK_2025.0_0092,1,2024,DNK_2024_007
DNK_2019_004,DNK,Denmark,2019,2026.0,2017.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"Increasing the tax deduction for R&D expenditures incentivizes firms to invest more in research and development, which can enhance innovation and productivity.",high,Business and Entrepreneurship Reform Package,R&D Tax Deduction Increase,True,legislated,The tax deduction increase was included in the business and entrepreneurship reform package.,high,False,2,"This reform is significant as it directly impacts the funding available for R&D activities, encouraging firms to enhance their innovative capabilities.",medium,"A business and entrepreneurship reform package was introduced, which includes a gradual increase in the tax deduction for R&D expenditures from 100% to 110% by 2026.",Gradually increased tax deduction of R&D expenditures from 100% to reach 110% in 2026.,,,EVT_DNK_2026_0036,1,2019,DNK_2019_004
DNK_1996_001,DNK,Denmark,1996,,1995.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,unknown,growth_supporting,"Improving access to venture capital is expected to stimulate the growth of small and medium-sized enterprises, enhancing innovation and job creation.",high,1995 Venture Capital Initiative,,False,announced,A government committee proposed an easing of access to venture capital for small and medium-sized enterprises.,high,False,2,"This proposal represents a significant shift in policy aimed at enhancing the financial support available to small businesses, which are crucial for economic dynamism.",medium,"A government committee proposed easing access to venture capital for small and medium-sized enterprises, allowing insurance companies and pension schemes to invest more in equity, and strengthening banks' capacity for venture capital investment.","To encourage the growth of small and medium-sized enterprises, a government committee in mid-1995 proposed an easing of the access to venture capital for such companies.",117.0,117.0,EVT_DNK_nan_0093,1,1996,DNK_1996_001
DNK_1999_001,DNK,Denmark,1999,,1999.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,unknown,growth_supporting,Lowering barriers for entrepreneurs is expected to stimulate innovation and economic activity.,high,Startup Ecosystem Enhancement,Lowering Barriers for Entrepreneurs,True,announced,The reform has been officially announced but not yet legislated.,high,False,2,"This reform is significant as it aims to create a more dynamic business environment, though it is not a structural overhaul.",medium,"Denmark aims to lower barriers for entrepreneurs and innovators to foster a more dynamic business environment, enhancing the startup ecosystem.",The programme aims for: Lower barriers for entrepreneurs and innovators.,,,EVT_DNK_nan_0094,1,1999,DNK_1999_001
DNK_1999_002,DNK,Denmark,1999,,1999.0,explicit,high,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,Stimulating business-financed R&D is expected to enhance innovation capacity and productivity in the private sector.,high,R&D Funding Enhancement,Stimulating Business-Financed R&D,True,announced,The reform has been officially announced but not yet legislated.,high,False,2,"This reform is significant as it aims to enhance innovation capacity through increased R&D funding, though it is not a major structural change.",medium,The Danish government is stimulating business-financed research and development to enhance innovation capacity in the private sector.,The programme aims for: Stimulating business-financed research and development.,,,EVT_DNK_nan_0095,1,1999,DNK_1999_002
DNK_2002_001,DNK,Denmark,2002,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D investment is expected to lead to higher productivity and innovation, benefiting the overall economy.",high,Denmark2010 Programme,R&D Investment Increase,False,announced,The government has stated its intention to raise R&D investment as part of its strategy.,high,False,2,"This reform represents a significant policy direction aimed at enhancing R&D investment, which is crucial for long-term economic growth.",medium,"The Danish government aims to raise research and development (R&D) investment to enhance productivity growth, focusing on improving framework conditions and promoting competition.","Raising research and development (R&D) investment, currently close to the average EU level, could contribute to higher total factor productivity growth.",47.0,47.0,EVT_DNK_nan_0096,1,2002,DNK_2002_001
DNK_2005_004,DNK,Denmark,2005,,2004.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,Facilitating re-entry for failed entrepreneurs is expected to foster a more dynamic startup ecosystem and encourage innovation.,high,Entrepreneurship Support Reform,Bankruptcy Regulation Relaxation,True,recommended,The proposal has been made but not yet implemented.,medium,False,2,This reform is significant in supporting entrepreneurship but does not represent a major systemic change.,medium,"The Danish government proposed to relax bankruptcy regulations to facilitate easier re-entry for failed entrepreneurs, which is expected to enhance innovation and growth by allowing entrepreneurs to learn from their failures.",The government put a proposal to parliament in late 2004 aimed at relaxing these regulations and making it easier for failed entrepreneurs to start over.,150.0,150.0,EVT_DNK_nan_0097,1,2005,DNK_2005_004
DNK_2006_007,DNK,Denmark,2006,,2006.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,adoption,growth_supporting,Strengthening quality requirements for incubators is expected to enhance support for innovative startups.,medium,Business Incubator Reform,,False,announced,The reform has been officially announced but not yet implemented.,medium,False,2,The reform is significant in improving the support structure for startups but is not a major overhaul.,medium,"Publicly funded business incubators will face stronger quality requirements, and firms undertaking substantial research will be allowed to compete for public research grants.",Publicly funded business incubators should face stronger quality requirements.,106.0,106.0,EVT_DNK_nan_0098,1,2006,DNK_2006_007
DNK_2012_003,DNK,Denmark,2012,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Increased spending on energy research fosters innovation and technological advancement in the energy sector.,high,Energy Research Investment Package,Energy Technology Development and Demonstration Programme,True,implemented,The government has actively increased spending on energy research.,high,False,2,The increase in funding represents a significant commitment to advancing energy technologies.,medium,The Danish government has increased its spending on energy research to support the market maturation of existing technologies and the development of new technologies through the Energy Technology Development and Demonstration Programme.,The Danish government has spent more and more on energy research in recent years.,88.0,88.0,EVT_DNK_2012_0021,1,2012,DNK_2012_003
DNK_2013_003,DNK,Denmark,2013,,2013.0,explicit,high,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,Improving the connection between academia and industry can lead to increased innovation and productivity in the economy.,high,2013 Research Funding Reform,,False,recommended,The recommendation suggests a shift in funding strategy to enhance collaboration.,high,False,2,This reform represents a significant shift in funding strategy that could enhance innovation capacity through better collaboration.,medium,Denmark is moving towards a more balanced mix of project and institutional-based research funding to enhance links between universities and industry.,Move towards a more balanced mix of project and institutional based research funding with the objective to increase the links between universities and industry.,36.0,36.0,EVT_DNK_nan_0099,1,2013,DNK_2013_003
DNK_2013_005,DNK,Denmark,2013,,2012.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,The strategy aims to enhance innovation capacity and productivity by addressing societal challenges and improving the efficiency of innovation policies.,high,Danish Innovation Strategy,,False,announced,The government launched an Innovation Strategy with various initiatives.,high,True,3,"The strategy represents a comprehensive approach to enhancing Denmark's innovation ecosystem, with significant implications for productivity and economic growth.",high,"In December 2012, the Danish government launched an Innovation Strategy that identified gaps in the innovation framework and proposed initiatives to enhance Denmark's position as an innovation leader, focusing on societal challenges and improving knowledge capacity.","In December 2012, the government launched an Innovation Strategy. It identified some gaps in the innovation framework and proposed initiatives to help Denmark remain an innovation leader.",,,EVT_DNK_nan_0100,1,2013,DNK_2013_005
DNK_2013_008,DNK,Denmark,2013,,2013.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Streamlining funding programmes can enhance efficiency and effectiveness in supporting innovation, potentially leading to increased economic growth.",medium,Innovation Policy Streamlining,,False,recommended,The recommendation to evaluate and streamline innovation funding programmes was made.,high,False,2,"While significant, this reform is more about improving existing structures rather than creating new ones, thus it is important but not major.",medium,The government is evaluating the recent merger of different innovation funding programmes to streamline innovation policy instruments and funding programmes.,"Evaluate the recent merger of different innovation funding programmes and if needed, consider further streamlining innovation policy instruments and funding programmes.",,,EVT_DNK_nan_0101,1,2013,DNK_2013_008
DNK_2013_010,DNK,Denmark,2013,,2012.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"By facilitating the market introduction of innovative solutions, the fund is expected to enhance competitiveness and drive economic growth.",high,Denmark's Innovation Strategy,Market Development Fund,True,announced,The restructuring of the Business Innovation Fund was part of the announced Innovation Strategy.,medium,False,2,"The reform represents a significant shift in funding focus, aiming to better align public support with market needs.",medium,"The restructuring of the 'Business Innovation Fund' into a 'Market Development Fund' aims to support the introduction of innovative solutions to the market, including green and welfare solutions.","Restructure the 'Business Innovation Fund' to turn it into a 'Market Development Fund' to support the introduction of innovative solutions to the market, including green and welfare solutions.",,,EVT_DNK_nan_0102,1,2013,DNK_2013_010
DNK_2013_011,DNK,Denmark,2013,,,,,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,Improving support for innovative firms can lead to increased productivity and competitiveness in the economy.,high,2013 Innovation Policy Enhancement,,False,recommended,The recommendation emphasizes the need for better support mechanisms for innovative firms.,high,False,2,"This reform addresses a significant aspect of the innovation policy framework, focusing on enhancing support for a key segment of the economy.",medium,Denmark aims to enhance the efficiency of its innovation policies by ensuring that some schemes provide effective support to young and dynamic innovative firms.,It is important to make sure that some schemes provide efficient support to young and dynamic innovative firms.,40.0,40.0,EVT_DNK_nan_0103,1,2013,DNK_2013_011
DNK_2013_012,DNK,Denmark,2013,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Enhancing R&D tax credits can incentivize firms to invest more in research and development, leading to innovation and economic growth.",high,2013 R&D Tax Credit Reform,,False,recommended,The recommendation suggests improvements to R&D tax credit programmes to support innovative firms.,high,False,2,This reform is significant as it directly impacts the financial incentives for firms to engage in R&D activities.,medium,The OECD recommends extending carry-over provisions and cash refunds in R&D tax credit programmes or increasing direct support to better assist young and dynamic firms.,Further extend carry-over provisions and cash refunds in R&D tax credit programmes or increase direct support.,13.0,13.0,EVT_DNK_nan_0104,1,2013,DNK_2013_012
DNK_2016_001,DNK,Denmark,2016,,2016.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,unknown,growth_supporting,Streamlining innovation policy instruments is expected to enhance efficiency and effectiveness in supporting innovation.,high,Innovation System Review,,False,announced,The reform has been officially announced but not yet legislated.,high,False,2,"The review aims to significantly improve the innovation funding landscape, indicating a substantial but not structural change.",medium,"The Danish government has initiated a review of the business development system, including the innovation system, to evaluate the recent merger of different innovation funding programmes and consider further streamlining innovation policy instruments and funding.","The government has initiated a review of the business development system, including the innovation system.",,,EVT_DNK_nan_0105,1,2016,DNK_2016_001
DNK_2019_001,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,"Increases overall business R&D investment, fostering innovation and competitiveness among smaller firms.",high,2019 Business R&D Support Initiative,,False,announced,The government plans to broaden public support to business R&D.,high,False,2,This reform is significant as it aims to diversify R&D funding sources and stimulate innovation across a broader range of firms.,medium,"Denmark is expanding its public support for business R&D through well-designed R&D grants and tax credits aimed at incremental R&D expenses, addressing the concentration of business R&D spending in a few large firms.",Broaden public support to business R&D through well-designed R&D grants and tax credits for incremental R&D expenses.,14.0,14.0,EVT_DNK_nan_0106,1,2019,DNK_2019_001
DNK_2019_002,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,research_infrastructure,,,public_private,applied,growth_supporting,"Enhances the availability of data for research and innovation, potentially leading to new services and business models.",high,2019 Open Data Initiative,,False,announced,The government aims to make more public data available to foster innovation.,high,False,2,"This initiative is important as it leverages existing public data to stimulate innovation and research, enhancing the overall innovation ecosystem.",medium,"The Danish government is investing in open access to public-sector basic data, including weather data, to foster innovation and research opportunities for businesses.",Recent digital initiatives by the Government aim at fostering further open access to public-sector basic data.,120.0,120.0,EVT_DNK_nan_0107,1,2019,DNK_2019_002
DNK_2019_006,DNK,Denmark,2019,,,,,,,,,,,innovation,innovation_instruments,,,private,adoption,growth_supporting,"By reducing the tax bias against equity, the ACE could encourage more investment in innovative projects, thereby enhancing economic growth.",high,Corporate Tax Reform Initiative,Allowance for Corporate Equity,True,recommended,The Government has proposed the ACE as a reform to stimulate investment.,medium,True,3,The introduction of an ACE represents a significant shift in corporate tax policy that could fundamentally alter investment incentives and support innovation.,high,"The Danish government is considering an allowance for corporate equity (ACE) to reduce the tax bias towards debt financing, which could stimulate investment and innovation.",A more fundamental reform to introduce an allowance for corporate equity (ACE) is currently being considered by the Government.,,,EVT_DNK_nan_0108,1,2019,DNK_2019_006
DNK_2019_013,DNK,Denmark,2019,,2019.0,explicit,high,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,Facilitating collaboration is expected to enhance knowledge transfer and commercialization of research outputs.,high,2019 Innovation Strategy,,False,recommended,The recommendation to improve collaboration between universities and businesses is emphasized in the survey.,high,False,2,"This reform is significant as it addresses barriers to collaboration, which is essential for enhancing innovation and economic growth.",medium,The Danish government aims to improve collaboration between universities and businesses by simplifying the regulatory framework and enhancing intellectual property rights policies.,"Improve collaboration between universities and businesses by reducing the complexity of the system regulating cooperation, and improving intellectual property right policies of universities.",130.0,130.0,EVT_DNK_nan_0109,1,2019,DNK_2019_013
DNK_2021_006,DNK,Denmark,2021,,,,,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,Continued investment in wind energy supports renewable energy development and sustainability.,high,Wind Energy Support Programme,Wind R&D Funding,False,implemented,Ongoing funding and support for wind energy.,high,False,1,The programme is a continuation of existing support for wind energy.,medium,"The Danish government has sustained support for wind research, development, and deployment, with significant subsidies and increasing funding throughout the 2000s, peaking at DKK 618 million in 2013.","Sustained support for wind research, development and deployment, with significant subsidies in the late 1970s and 1980s and increasing funding throughout the 2000s, peaking at DKK 618 million in 2013.",103.0,103.0,EVT_DNK_2021_0033,1,2021,DNK_2021_006
DNK_2021_001,DNK,Denmark,2021,,2022.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,adoption,growth_supporting,"The strategy aims to enhance digital infrastructure and capabilities, supporting innovation and productivity.",high,Digitalisation Strategy 2022,,False,announced,Official announcement for 2022 launch.,high,False,1,The strategy is a targeted initiative to improve digitalisation.,medium,A new digitalisation strategy will be launched in early 2022 based on the Digitization Partnership recommendations.,A new digitalisation strategy will be launched in early 2022 on the basis of the Digitization Partnership recommendations released in October 2021.,44.0,44.0,EVT_DNK_nan_0110,1,2021,DNK_2021_001
DNK_2021_003,DNK,Denmark,2021,,2021.0,imputed_survey_year,high,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,The strategy aims to reduce emissions and promote sustainable practices in agriculture and industry.,high,Green Research Strategy,Agricultural R&D for Emission Reduction,False,announced,Official announcements of investment plans.,high,False,2,The strategy is significant for its focus on sustainable practices and emissions reduction.,medium,"Denmark is investing in research and development to enhance agriculture's contribution to a net-zero target, focusing on alternatives to greenhouse gas intensive practices and improving emissions monitoring. The green research strategy also emphasizes developing green fuels and Power-to-X technologies.","In the longer term, research and development can contribute to provide alternatives to GHG intensive practices and therefore abate emissions with limited leakage effects.",121.0,121.0,EVT_DNK_nan_0111,1,2021,DNK_2021_003
DNK_2021_005,DNK,Denmark,2021,,2020.0,explicit,high,,,,,,,innovation,rd_funding,sectoral_rd,,public_private,applied,growth_supporting,"The plan supports green innovation and technology scaling, contributing to sustainable economic growth.",high,Green Recovery and Investment Plan,Green R&D Funding,False,announced,Official announcements of funding allocations.,high,False,2,The plan provides significant funding for green R&D and innovation.,medium,"The Danish government announced a Green recovery plan, which includes substantial support for research and development of green technologies, with DKK 3,900 million allocated for this purpose. Additionally, a trans-partisan agreement allocated DKK 6 billion to the Danish Green Investment Fund to promote green innovation and scale up technologies in five key areas.",A trans-partisan agreement between the Danish Government and other parties allocated DKK 6 billion to the Danish Green Investment Fund.,,,EVT_DNK_nan_0112,1,2021,DNK_2021_005
DNK_2021_007,DNK,Denmark,2021,,,,,,,,,,,innovation,research_infrastructure,sectoral_rd,,public_private,adoption,growth_supporting,The development of wind energy islands and charging infrastructure supports renewable energy and sustainable transport.,high,Infrastructure and Energy Transition Plan,North Sea Wind Energy Island,False,announced,Official plans for infrastructure development.,high,True,3,The plan involves large-scale infrastructure projects with significant investment.,high,"The Danish government is planning to develop two wind energy islands to provide renewable electricity and sustainable fuels, with the first stage of the North Sea project estimated at EUR 29 billion. Additionally, a 10-year funding program for fast chargers on the trunk road network is part of the Infrastructure Plan 2035.","The Danish government is planning to develop two wind energy islands, an artificial island in the North Sea and the Baltic island of Bornholm, to provide renewable electricity, sustainable fuels and interconnection with other countries.",104.0,104.0,EVT_DNK_nan_0113,1,2021,DNK_2021_007
GBR_1996_005,GBR,United Kingdom,1996,1991.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By facilitating new business creation, the scheme contributes to job creation and economic growth.",high,Business Start-up Scheme,,False,implemented,The Business Start-up scheme has been operational since its introduction.,high,True,3,This reform represents a significant initiative to support entrepreneurship and reduce unemployment.,high,"The Business Start-up scheme replaced the Enterprise Allowance Scheme in 1991, aimed at supporting new business creation and reducing unemployment.",The Enterprise Allowance Scheme (EAS) was launched in 1983 and operated until its replacement in 1991 by the Business Start-up scheme.,136.0,136.0,EVT_GBR_1991_0037,1,1996,GBR_1996_005
GBR_1995_001,GBR,United Kingdom,1995,1995.0,,,,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"Enhancing skills and training is expected to improve workforce productivity and address skill shortages, thereby supporting economic growth.",high,UK Educational and Training Reform,Modern Apprenticeship Initiative,True,implemented,"The reform has been put into practice, with the Modern Apprenticeship initiative actively providing funding and training opportunities.",high,True,3,"The reform represents a significant overhaul of the educational and training system in the UK, aimed at addressing critical skill shortages and improving educational outcomes.",high,"The United Kingdom launched a wide-ranging reform of educational and training institutions, including the Modern Apprenticeship initiative, which provides substantial public funding for craft and technician training. This initiative aims to enhance occupational training and address skill shortages in the UK labor market, while the broader reform seeks to improve the efficiency and effectiveness of educational provision through the establishment of a national curriculum and vocational training routes.",The wide-ranging reform of educational and training institutions launched in the 1980s sought to improve the efficiency and effectiveness of educational provision.,,,EVT_GBR_1995_0038,1,1995,GBR_1995_001
GBR_1996_001,GBR,United Kingdom,1996,1995.0,1995.0,explicit,high,,,,,inferred,medium,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"These initiatives are designed to stimulate investment and innovation in smaller firms, which can enhance productivity and economic growth.",high,Investment Incentives and Challenge Fund,Investment Incentives,True,implemented,"The VCT and EIS are operational, and the Challenge Fund has been utilized for public funding bids.",high,False,2,"While these reforms are significant in promoting innovation, they do not represent a structural overhaul of the innovation system.",medium,"The VCT and EIS provide tax incentives for investments in smaller firms, while the Challenge Fund initiative encourages partnerships between public, private, and community sectors to bid for public funds aimed at local service development and regeneration, both aimed at stimulating growth and innovation in the private sector.",The VCT and EIS both offer tax incentives for investment in smaller firms in the form of capital gains and income tax reliefs for investors.,136.0,136.0,EVT_GBR_1995_0039,1,1996,GBR_1996_001
GBR_1996_002,GBR,United Kingdom,1996,1996.0,1995.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"By enhancing efficiency and value for money, the PFI can lead to better public services and stimulate economic growth.",high,Public Finance Initiative,,False,implemented,The PFI has been operational since its introduction.,high,True,3,This reform represents a significant shift in public sector financing and service delivery.,high,"The Private Finance Initiative (PFI) was introduced to shift the public sector's role from direct service provision to becoming a procurer and regulator, aiming to improve efficiency and value for money through private sector involvement.",The central idea underlying PFI is a fundamental shift in the role of the public sector from being a direct provider of service towards becoming a procurer and a regulator for services that were once publicly provided.,,,EVT_GBR_1996_0040,1,1996,GBR_1996_002
GBR_1998_001,GBR,United Kingdom,1998,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"Lowering capital gains tax and adjusting tax reliefs encourages investment in innovative ventures, which can enhance economic growth.",high,Venture Capital and Investment Reforms,Capital Gains Tax Modification,False,implemented,The reform has been enacted and is currently in effect.,high,True,3,The reform significantly alters the tax landscape for venture capital but does not constitute a major overhaul of the system.,medium,"The UK government has modified capital gains tax to lower rates on long-term investment and adjusted tax reliefs related to access to venture capital and high-risk investments, aiming to stimulate innovation and adaptability in the economy.",The government has modified capital gains tax in the March 1998 Budget to lower rates on long-term investment and adjusted tax reliefs relating to access to venture capital and high-risk investments.,,,EVT_GBR_1998_0043,2,"1998,2000","GBR_1998_001,GBR_2000_011"
GBR_1998_002,GBR,United Kingdom,1998,1998.0,,,,,explicit,high,,explicit,high,innovation,human_capital,startup_ecosystem,,public_private,applied,growth_supporting,"By enhancing the skills and employability of disadvantaged groups, the programme supports the development of a more skilled workforce, which can benefit innovative firms.",high,Welfare to Work Programme,New Deal for Young People,False,implemented,The programme has been launched and is actively providing support.,high,True,3,The programme represents a significant structural change in addressing unemployment and enhancing workforce skills.,high,"The Welfare to Work programme aims to reduce youth and long-term unemployment by providing wage subsidies and training opportunities for disadvantaged groups, including young people and lone parents.","The New Deal, or Welfare to Work initiative, is the first major element in the government’s employability strategy.",95.0,95.0,EVT_GBR_1998_0044,4,"1998,2009,2013","GBR_1998_002,GBR_2009_002,GBR_2009_001,GBR_2013_005"
GBR_1998_004,GBR,United Kingdom,1998,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"Implementing a national minimum wage can improve worker productivity and economic stability, which supports innovation.",high,National Minimum Wage Reform,Introduction of National Minimum Wage,False,announced,The reform has been publicly announced and is pending implementation.,high,True,3,The introduction of a national minimum wage is a significant structural change in labor policy.,high,"The UK government announced the introduction of a national minimum wage to address low pay and promote fairness in the workplace, with a Low Pay Commission established to recommend its level and design features.",The Government is committed to introducing a national minimum wage to remove the worst excesses of low pay and ensure greater decency and fairness in the workplace.,125.0,125.0,EVT_GBR_1998.0_0114,1,1998,GBR_1998_004
GBR_2000_002,GBR,United Kingdom,2000,1998.0,1998.0,explicit,high,1998.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"By promoting competition, the Act is expected to enhance market efficiency and innovation, leading to better outcomes for consumers and businesses.",high,1998 Competition Policy Reform,,False,implemented,"The 1998 Competition Act has come into effect, aligning domestic rules with EU law.",high,True,3,"This reform represents a fundamental change in the UK's approach to competition policy, with significant implications for market dynamics and innovation.",high,The introduction of the 1998 Competition Act aims to enhance competition in the UK market by aligning domestic rules with EU law and encouraging whistle-blowing on anti-competitive practices.,"The 1998 Competition Act, which has just come into effect, largely remedies this weakness by aligning domestic rules on the prohibition of anti-competitive agreements.",,,EVT_GBR_1998_0045,2,2000,"GBR_2000_002,GBR_2000_004"
GBR_2000_012,GBR,United Kingdom,2000,1998.0,,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"By addressing health inequalities and improving access to services, the initiative is expected to enhance overall public health and productivity.",high,Health Action Zones Initiative,,False,implemented,26 health action zones have been created and are operational.,high,True,3,"The initiative represents a significant effort to improve health services in deprived areas, with potential long-term benefits for public health and social equity.",medium,"The Government established 26 health action zones (HAZs) to target deprived areas with high incidences of ill health, aiming to modernize local health services through collaboration among local institutions.","Since 1998, 26 health action zones (HAZs) have been created –for a period of seven years– covering a population of 13 million, in an attempt to target deprived areas with a particularly high incidence of ill health.",,,EVT_GBR_1998_0046,3,"2000,2007,2011","GBR_2000_012,GBR_2011_002,GBR_2007_001"
GBR_2000_003,GBR,United Kingdom,2000,1999.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The R&D tax credit encourages investment in innovation, which can lead to increased productivity and economic growth.",high,1999 Budget Reforms,R&D Tax Credit for SMEs,False,implemented,The tax credit was introduced as part of the March 1999 Budget.,high,True,3,"The introduction of the R&D tax credit represents a significant policy change aimed at enhancing innovation among SMEs, which is crucial for economic dynamism.",medium,"The March 1999 Budget introduced a tax credit for research and development (R&D) aimed at small and medium-sized enterprises (SMEs) that spend over £50,000 a year on R&D, thereby incentivizing innovation in the private sector.","Corporate taxes for small enterprises were also cut via the introduction of a new 10 per cent rate for the smallest companies and a tax credit for research and development (R&D) for small and medium sized enterprises (SMEs) spending over £50,000 a year on R&D.",70.0,70.0,EVT_GBR_1999_0047,2,"2000,2009","GBR_2000_003,GBR_2009_003"
GBR_2000_009,GBR,United Kingdom,2000,1999.0,1999.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"The ILA scheme encourages skill development and vocational training, which can enhance workforce productivity and adaptability.",high,Lifelong Learning Initiative,Individual Learning Accounts,False,implemented,The Government introduced an individual learning account (ILA) scheme in April 1999.,high,False,2,"The ILA scheme represents a significant step towards promoting lifelong learning, although it is one of several initiatives aimed at improving skills in the workforce.",medium,"The Government introduced an individual learning account (ILA) scheme to promote lifelong learning, providing a £150 grant for vocational training to the first million individuals who open a special bank account.",The Government introduced an individual learning account (ILA) scheme in April 1999.,106.0,106.0,EVT_GBR_1999_0048,1,2000,GBR_2000_009
GBR_2000_001,GBR,United Kingdom,2000,2000.0,2000.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,applied,growth_supporting,"These initiatives are designed to stimulate entrepreneurship and innovation, which are critical for improving productivity and economic growth.",high,2000 Productivity Enhancement Initiatives,,False,implemented,The Government has launched a wide range of initiatives to address the productivity challenge.,high,True,3,"This reform represents a significant shift in policy aimed at enhancing productivity through a comprehensive set of initiatives, addressing a critical economic challenge.",high,"The Government has launched a wide range of initiatives aimed at addressing the longstanding productivity gap in the United Kingdom, which includes measures to enhance competition and entrepreneurial dynamism.","The Government has launched a wide range of initiatives, big and small, to address them.",16.0,16.0,EVT_GBR_2000_0049,6,"2000,2002,2005,2007,2013","GBR_2000_001,GBR_2000_013,GBR_2002_003,GBR_2005_013,GBR_2007_009,GBR_2013_014"
GBR_2000_006,GBR,United Kingdom,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"These tax incentives are designed to lower the cost of doing business for SMEs, thereby encouraging investment in innovation and R&D activities.",high,2000 SME Tax Incentives,,False,implemented,The Government has committed to these tax changes in recent budgets.,high,True,3,"This reform represents a significant shift in the tax treatment of SMEs, aimed at fostering innovation and entrepreneurship, which is crucial for economic growth.",high,"The UK Government has introduced a series of tax incentives aimed at boosting entrepreneurial activity, including a reduction in the corporate tax rate for small companies and enhanced capital allowances for R&D spending.","The corporate tax rate for small companies has been cut from 23 to 20 percent for the basic rate, and a new entry rate of 10 percent has been introduced.",87.0,87.0,EVT_GBR_2000_0050,2,"2000,2005","GBR_2000_006,GBR_2005_006"
