country_code,country_name,survey_year,sub_theme,n_reforms,n_positive,has_positive_reform
GRC,Greece,2005,knowledge_transfer,1,1,1
GRC,Greece,2005,startup_ecosystem,1,1,1
GRC,Greece,2007,human_capital,1,1,1
GRC,Greece,2007,rd_funding,1,1,1
GRC,Greece,2009,rd_funding,1,1,1
GRC,Greece,2009,startup_ecosystem,1,1,1
GRC,Greece,2011,innovation_instruments,1,1,1
GRC,Greece,2011,rd_funding,1,1,1
GRC,Greece,2011,startup_ecosystem,1,1,1
GRC,Greece,2016,human_capital,1,1,1
GRC,Greece,2016,startup_ecosystem,1,1,1
GRC,Greece,2018,innovation_instruments,3,3,1
GRC,Greece,2018,knowledge_transfer,1,1,1
GRC,Greece,2018,rd_funding,1,1,1
GRC,Greece,2018,sectoral_rd,1,1,1
GRC,Greece,2020,innovation_instruments,4,4,1
GRC,Greece,2020,knowledge_transfer,2,2,1
GRC,Greece,2020,rd_funding,3,3,1
GRC,Greece,2023,innovation_instruments,2,2,1
GRC,Greece,2023,knowledge_transfer,2,2,1
GRC,Greece,2023,rd_funding,1,1,1
GRC,Greece,2023,research_infrastructure,1,1,1
GRC,Greece,2024,human_capital,1,1,1
GRC,Greece,2024,innovation_instruments,2,2,1
GRC,Greece,2024,rd_funding,3,3,1
GRC,Greece,2024,research_infrastructure,1,1,1
GRC,Greece,2024,startup_ecosystem,3,3,1
HUN,Hungary,1997,innovation_instruments,1,1,1
HUN,Hungary,1997,rd_funding,1,1,1
HUN,Hungary,1999,knowledge_transfer,1,1,1
HUN,Hungary,2000,other,1,1,1
HUN,Hungary,2000,research_infrastructure,1,1,1
HUN,Hungary,2002,human_capital,1,1,1
HUN,Hungary,2002,rd_funding,1,1,1
HUN,Hungary,2002,research_infrastructure,1,1,1
HUN,Hungary,2002,sectoral_rd,1,1,1
HUN,Hungary,2004,innovation_instruments,1,1,1
HUN,Hungary,2004,sectoral_rd,1,1,1
HUN,Hungary,2005,innovation_instruments,7,7,1
HUN,Hungary,2005,knowledge_transfer,3,3,1
HUN,Hungary,2005,rd_funding,2,2,1
HUN,Hungary,2005,startup_ecosystem,1,1,1
HUN,Hungary,2010,human_capital,1,1,1
HUN,Hungary,2010,innovation_instruments,1,1,1
HUN,Hungary,2010,sectoral_rd,1,1,1
HUN,Hungary,2010,startup_ecosystem,1,1,1
HUN,Hungary,2012,rd_funding,1,1,1
HUN,Hungary,2014,startup_ecosystem,1,1,1
HUN,Hungary,2016,human_capital,1,1,1
HUN,Hungary,2016,startup_ecosystem,1,1,1
HUN,Hungary,2019,human_capital,1,1,1
HUN,Hungary,2019,innovation_instruments,1,1,1
HUN,Hungary,2021,human_capital,2,2,1
HUN,Hungary,2021,innovation_instruments,2,1,1
HUN,Hungary,2021,startup_ecosystem,1,1,1
HUN,Hungary,2024,research_infrastructure,1,1,1
HUN,Hungary,2024,sectoral_rd,1,1,1
HUN,Hungary,2024,startup_ecosystem,1,1,1
IRL,Ireland,1995,human_capital,1,1,1
IRL,Ireland,1995,innovation_instruments,1,1,1
IRL,Ireland,1999,human_capital,1,1,1
IRL,Ireland,1999,knowledge_transfer,1,1,1
IRL,Ireland,1999,rd_funding,2,2,1
IRL,Ireland,1999,research_infrastructure,1,1,1
IRL,Ireland,2001,human_capital,1,1,1
IRL,Ireland,2001,innovation_instruments,1,1,1
IRL,Ireland,2001,rd_funding,1,1,1
IRL,Ireland,2001,startup_ecosystem,1,1,1
IRL,Ireland,2003,knowledge_transfer,1,1,1
IRL,Ireland,2003,rd_funding,1,1,1
IRL,Ireland,2003,sectoral_rd,1,1,1
IRL,Ireland,2006,rd_funding,1,1,1
IRL,Ireland,2006,research_infrastructure,1,1,1
IRL,Ireland,2006,startup_ecosystem,1,1,1
IRL,Ireland,2008,human_capital,2,2,1
IRL,Ireland,2008,rd_funding,1,1,1
IRL,Ireland,2008,sectoral_rd,1,1,1
IRL,Ireland,2009,innovation_instruments,1,1,1
IRL,Ireland,2009,rd_funding,1,1,1
IRL,Ireland,2011,human_capital,1,1,1
IRL,Ireland,2011,innovation_instruments,2,2,1
IRL,Ireland,2011,knowledge_transfer,2,2,1
IRL,Ireland,2011,rd_funding,1,1,1
IRL,Ireland,2011,research_infrastructure,1,1,1
IRL,Ireland,2011,sectoral_rd,1,1,1
IRL,Ireland,2013,innovation_instruments,9,9,1
IRL,Ireland,2013,knowledge_transfer,3,3,1
IRL,Ireland,2013,rd_funding,4,4,1
IRL,Ireland,2013,research_infrastructure,1,1,1
IRL,Ireland,2013,sectoral_rd,2,2,1
IRL,Ireland,2013,startup_ecosystem,2,2,1
IRL,Ireland,2015,human_capital,3,3,1
IRL,Ireland,2015,innovation_instruments,1,1,1
IRL,Ireland,2015,knowledge_transfer,1,1,1
IRL,Ireland,2018,innovation_instruments,1,1,1
IRL,Ireland,2018,knowledge_transfer,1,1,1
IRL,Ireland,2018,rd_funding,2,2,1
IRL,Ireland,2018,sectoral_rd,1,1,1
IRL,Ireland,2020,innovation_instruments,1,1,1
IRL,Ireland,2020,rd_funding,1,1,1
IRL,Ireland,2022,rd_funding,1,1,1
IRL,Ireland,2025,other,1,1,1
IRL,Ireland,2025,startup_ecosystem,1,1,1
ISL,Iceland,1997,innovation_instruments,1,1,1
ISL,Iceland,1997,rd_funding,1,1,1
ISL,Iceland,1998,innovation_instruments,1,1,1
ISL,Iceland,1998,startup_ecosystem,1,1,1
ISL,Iceland,1999,research_infrastructure,1,1,1
ISL,Iceland,1999,sectoral_rd,1,1,1
ISL,Iceland,2006,startup_ecosystem,1,1,1
ISL,Iceland,2015,innovation_instruments,1,1,1
ISL,Iceland,2015,rd_funding,1,1,1
ISL,Iceland,2015,startup_ecosystem,1,1,1
ISL,Iceland,2017,innovation_instruments,1,1,1
ISL,Iceland,2019,innovation_instruments,2,2,1
ISL,Iceland,2019,other,1,1,1
ISL,Iceland,2019,rd_funding,1,1,1
ISL,Iceland,2021,human_capital,1,1,1
ISL,Iceland,2021,innovation_instruments,4,4,1
ISL,Iceland,2021,knowledge_transfer,3,3,1
ISL,Iceland,2021,other,1,0,0
ISL,Iceland,2021,rd_funding,7,7,1
ISL,Iceland,2021,research_infrastructure,1,1,1
ISL,Iceland,2021,sectoral_rd,1,1,1
ISL,Iceland,2021,startup_ecosystem,3,3,1
ISL,Iceland,2023,innovation_instruments,1,1,1
ISR,Israel,2009,innovation_instruments,1,1,1
ISR,Israel,2009,rd_funding,2,2,1
ISR,Israel,2011,rd_funding,1,1,1
ISR,Israel,2013,rd_funding,1,1,1
ISR,Israel,2018,innovation_instruments,1,1,1
ISR,Israel,2020,innovation_instruments,2,2,1
ISR,Israel,2020,rd_funding,2,2,1
ISR,Israel,2023,human_capital,3,3,1
ISR,Israel,2023,innovation_instruments,2,2,1
ISR,Israel,2023,rd_funding,2,2,1
ISR,Israel,2025,innovation_instruments,1,1,1
ISR,Israel,2025,research_infrastructure,2,2,1
ISR,Israel,2025,sectoral_rd,2,2,1
ISR,Israel,2025,startup_ecosystem,3,3,1
ITA,Italy,1995,rd_funding,1,1,1
ITA,Italy,1997,rd_funding,1,1,1
ITA,Italy,2000,other,1,0,0
ITA,Italy,2000,rd_funding,1,1,1
ITA,Italy,2002,human_capital,2,2,1
ITA,Italy,2002,knowledge_transfer,1,1,1
ITA,Italy,2002,rd_funding,1,1,1
ITA,Italy,2005,human_capital,2,2,1
ITA,Italy,2005,innovation_instruments,1,1,1
ITA,Italy,2005,rd_funding,1,1,1
ITA,Italy,2005,startup_ecosystem,1,1,1
ITA,Italy,2007,innovation_instruments,1,1,1
ITA,Italy,2007,startup_ecosystem,1,1,1
ITA,Italy,2011,human_capital,2,2,1
ITA,Italy,2011,innovation_instruments,2,2,1
ITA,Italy,2011,knowledge_transfer,4,4,1
ITA,Italy,2011,rd_funding,2,2,1
ITA,Italy,2013,innovation_instruments,3,3,1
ITA,Italy,2013,rd_funding,1,1,1
ITA,Italy,2013,startup_ecosystem,1,1,1
ITA,Italy,2015,innovation_instruments,1,1,1
ITA,Italy,2015,rd_funding,1,1,1
ITA,Italy,2015,startup_ecosystem,1,1,1
ITA,Italy,2017,innovation_instruments,9,8,1
ITA,Italy,2017,rd_funding,3,3,1
ITA,Italy,2017,startup_ecosystem,3,3,1
ITA,Italy,2019,rd_funding,1,1,1
ITA,Italy,2019,startup_ecosystem,2,2,1
ITA,Italy,2021,innovation_instruments,4,4,1
ITA,Italy,2021,rd_funding,1,1,1
ITA,Italy,2021,startup_ecosystem,2,2,1
ITA,Italy,2024,human_capital,1,1,1
ITA,Italy,2024,innovation_instruments,1,1,1
JPN,Japan,1996,rd_funding,3,3,1
JPN,Japan,1996,sectoral_rd,1,1,1
JPN,Japan,1996,startup_ecosystem,1,1,1
JPN,Japan,1998,innovation_instruments,2,2,1
JPN,Japan,1998,knowledge_transfer,2,2,1
JPN,Japan,1998,rd_funding,4,4,1
JPN,Japan,1999,innovation_instruments,1,1,1
JPN,Japan,1999,knowledge_transfer,1,1,1
JPN,Japan,1999,startup_ecosystem,2,2,1
JPN,Japan,2000,innovation_instruments,1,1,1
JPN,Japan,2000,knowledge_transfer,1,1,1
JPN,Japan,2000,rd_funding,1,1,1
JPN,Japan,2001,knowledge_transfer,1,1,1
JPN,Japan,2001,other,1,1,1
JPN,Japan,2001,rd_funding,1,1,1
JPN,Japan,2002,human_capital,1,1,1
JPN,Japan,2002,innovation_instruments,1,1,1
JPN,Japan,2002,knowledge_transfer,1,1,1
JPN,Japan,2002,rd_funding,1,1,1
JPN,Japan,2002,startup_ecosystem,1,1,1
JPN,Japan,2003,human_capital,2,2,1
JPN,Japan,2003,innovation_instruments,1,1,1
JPN,Japan,2003,startup_ecosystem,1,1,1
JPN,Japan,2005,innovation_instruments,1,1,1
JPN,Japan,2005,startup_ecosystem,1,1,1
JPN,Japan,2006,human_capital,1,1,1
JPN,Japan,2006,innovation_instruments,6,6,1
JPN,Japan,2006,knowledge_transfer,2,2,1
JPN,Japan,2006,other,1,0,0
JPN,Japan,2006,rd_funding,2,2,1
JPN,Japan,2006,sectoral_rd,1,1,1
JPN,Japan,2006,startup_ecosystem,1,1,1
JPN,Japan,2008,human_capital,1,1,1
JPN,Japan,2008,innovation_instruments,1,1,1
JPN,Japan,2008,other,1,1,1
JPN,Japan,2008,rd_funding,1,1,1
JPN,Japan,2008,sectoral_rd,1,1,1
JPN,Japan,2009,human_capital,1,1,1
JPN,Japan,2009,rd_funding,5,5,1
JPN,Japan,2009,sectoral_rd,1,1,1
JPN,Japan,2011,human_capital,2,2,1
JPN,Japan,2011,knowledge_transfer,1,1,1
JPN,Japan,2011,rd_funding,3,3,1
JPN,Japan,2011,startup_ecosystem,2,2,1
JPN,Japan,2013,knowledge_transfer,1,1,1
JPN,Japan,2013,rd_funding,1,1,1
JPN,Japan,2015,human_capital,2,2,1
JPN,Japan,2015,innovation_instruments,3,3,1
JPN,Japan,2015,knowledge_transfer,3,3,1
JPN,Japan,2015,startup_ecosystem,7,7,1
JPN,Japan,2017,innovation_instruments,1,1,1
JPN,Japan,2017,knowledge_transfer,2,2,1
JPN,Japan,2017,rd_funding,2,2,1
JPN,Japan,2017,startup_ecosystem,2,2,1
JPN,Japan,2019,human_capital,1,1,1
JPN,Japan,2019,innovation_instruments,1,1,1
JPN,Japan,2019,sectoral_rd,1,1,1
JPN,Japan,2019,startup_ecosystem,2,2,1
JPN,Japan,2021,innovation_instruments,1,1,1
JPN,Japan,2021,knowledge_transfer,1,1,1
JPN,Japan,2021,rd_funding,1,1,1
JPN,Japan,2021,sectoral_rd,2,2,1
JPN,Japan,2021,startup_ecosystem,1,1,1
JPN,Japan,2024,innovation_instruments,1,1,1
JPN,Japan,2024,knowledge_transfer,2,2,1
JPN,Japan,2024,rd_funding,3,3,1
JPN,Japan,2024,research_infrastructure,1,1,1
JPN,Japan,2024,sectoral_rd,2,2,1
JPN,Japan,2024,startup_ecosystem,1,1,1
KOR,Korea,1996,innovation_instruments,1,1,1
KOR,Korea,1996,rd_funding,1,1,1
KOR,Korea,1996,sectoral_rd,1,1,1
KOR,Korea,1998,knowledge_transfer,1,1,1
KOR,Korea,1998,rd_funding,2,2,1
KOR,Korea,2000,human_capital,1,1,1
KOR,Korea,2000,rd_funding,3,3,1
KOR,Korea,2000,startup_ecosystem,2,2,1
KOR,Korea,2001,innovation_instruments,1,1,1
KOR,Korea,2001,rd_funding,1,1,1
KOR,Korea,2001,startup_ecosystem,1,1,1
KOR,Korea,2003,human_capital,2,2,1
KOR,Korea,2003,innovation_instruments,2,2,1
KOR,Korea,2003,rd_funding,1,1,1
KOR,Korea,2003,sectoral_rd,2,2,1
KOR,Korea,2004,knowledge_transfer,2,2,1
KOR,Korea,2004,rd_funding,3,3,1
KOR,Korea,2004,sectoral_rd,2,2,1
KOR,Korea,2005,human_capital,2,2,1
KOR,Korea,2005,innovation_instruments,4,4,1
KOR,Korea,2005,knowledge_transfer,1,1,1
KOR,Korea,2005,rd_funding,6,6,1
KOR,Korea,2005,startup_ecosystem,3,3,1
KOR,Korea,2007,knowledge_transfer,1,1,1
KOR,Korea,2007,rd_funding,2,2,1
KOR,Korea,2007,startup_ecosystem,3,3,1
KOR,Korea,2008,knowledge_transfer,1,1,1
KOR,Korea,2008,rd_funding,1,1,1
KOR,Korea,2010,innovation_instruments,2,2,1
KOR,Korea,2010,rd_funding,5,5,1
KOR,Korea,2010,startup_ecosystem,2,2,1
KOR,Korea,2012,human_capital,3,3,1
KOR,Korea,2012,innovation_instruments,4,4,1
KOR,Korea,2012,rd_funding,4,4,1
KOR,Korea,2012,sectoral_rd,1,1,1
KOR,Korea,2014,human_capital,2,2,1
KOR,Korea,2014,innovation_instruments,1,1,1
KOR,Korea,2014,knowledge_transfer,2,2,1
KOR,Korea,2014,rd_funding,1,1,1
KOR,Korea,2014,research_infrastructure,1,1,1
KOR,Korea,2014,startup_ecosystem,2,2,1
KOR,Korea,2016,innovation_instruments,1,1,1
KOR,Korea,2016,knowledge_transfer,1,1,1
KOR,Korea,2016,rd_funding,5,5,1
KOR,Korea,2016,startup_ecosystem,2,2,1
KOR,Korea,2018,innovation_instruments,2,2,1
KOR,Korea,2018,knowledge_transfer,1,1,1
KOR,Korea,2018,rd_funding,2,2,1
KOR,Korea,2018,startup_ecosystem,6,6,1
KOR,Korea,2020,innovation_instruments,6,6,1
KOR,Korea,2020,rd_funding,3,3,1
KOR,Korea,2020,sectoral_rd,1,1,1
KOR,Korea,2020,startup_ecosystem,1,1,1
KOR,Korea,2022,innovation_instruments,2,2,1
KOR,Korea,2022,rd_funding,1,1,1
KOR,Korea,2022,startup_ecosystem,1,1,1
KOR,Korea,2024,startup_ecosystem,1,1,1
LTU,Lithuania,2016,innovation_instruments,3,3,1
LTU,Lithuania,2016,rd_funding,1,1,1
LTU,Lithuania,2016,startup_ecosystem,2,2,1
LTU,Lithuania,2018,innovation_instruments,4,4,1
LTU,Lithuania,2018,knowledge_transfer,2,2,1
LTU,Lithuania,2018,startup_ecosystem,2,2,1
LTU,Lithuania,2020,innovation_instruments,3,3,1
LTU,Lithuania,2020,rd_funding,2,2,1
LTU,Lithuania,2020,startup_ecosystem,1,1,1
LTU,Lithuania,2022,human_capital,1,1,1
LTU,Lithuania,2022,innovation_instruments,6,6,1
LTU,Lithuania,2022,rd_funding,4,4,1
LTU,Lithuania,2022,sectoral_rd,1,1,1
LTU,Lithuania,2022,startup_ecosystem,3,3,1
LTU,Lithuania,2025,human_capital,1,1,1
LTU,Lithuania,2025,innovation_instruments,1,1,1
LTU,Lithuania,2025,research_infrastructure,1,1,1
LUX,Luxembourg,1997,rd_funding,1,1,1
LUX,Luxembourg,2001,human_capital,1,1,1
LUX,Luxembourg,2001,rd_funding,1,1,1
LUX,Luxembourg,2006,human_capital,1,1,1
LUX,Luxembourg,2008,rd_funding,1,1,1
LUX,Luxembourg,2015,rd_funding,2,2,1
LUX,Luxembourg,2015,startup_ecosystem,2,2,1
LUX,Luxembourg,2017,sectoral_rd,1,1,1
LUX,Luxembourg,2017,startup_ecosystem,1,1,1
LUX,Luxembourg,2019,innovation_instruments,2,2,1
LUX,Luxembourg,2019,sectoral_rd,1,1,1
LUX,Luxembourg,2022,rd_funding,5,5,1
LUX,Luxembourg,2022,startup_ecosystem,1,1,1
LUX,Luxembourg,2025,innovation_instruments,2,2,1
LUX,Luxembourg,2025,rd_funding,1,1,1
LUX,Luxembourg,2025,research_infrastructure,1,1,1
LVA,Latvia,2015,innovation_instruments,2,2,1
LVA,Latvia,2015,knowledge_transfer,1,1,1
LVA,Latvia,2015,rd_funding,2,2,1
LVA,Latvia,2015,research_infrastructure,3,3,1
LVA,Latvia,2015,sectoral_rd,1,1,1
LVA,Latvia,2015,startup_ecosystem,1,1,1
LVA,Latvia,2017,human_capital,2,2,1
LVA,Latvia,2017,innovation_instruments,1,1,1
LVA,Latvia,2017,knowledge_transfer,3,3,1
LVA,Latvia,2017,rd_funding,2,2,1
LVA,Latvia,2017,research_infrastructure,1,1,1
LVA,Latvia,2017,sectoral_rd,1,1,1
LVA,Latvia,2019,human_capital,2,2,1
LVA,Latvia,2019,innovation_instruments,1,1,1
LVA,Latvia,2019,knowledge_transfer,3,3,1
LVA,Latvia,2019,rd_funding,2,2,1
LVA,Latvia,2019,startup_ecosystem,2,2,1
LVA,Latvia,2022,innovation_instruments,5,4,1
LVA,Latvia,2022,knowledge_transfer,2,2,1
LVA,Latvia,2022,rd_funding,3,3,1
LVA,Latvia,2022,sectoral_rd,1,1,1
LVA,Latvia,2022,startup_ecosystem,2,2,1
LVA,Latvia,2024,human_capital,2,2,1
LVA,Latvia,2024,innovation_instruments,2,2,1
LVA,Latvia,2024,knowledge_transfer,1,1,1
LVA,Latvia,2024,research_infrastructure,1,1,1
LVA,Latvia,2024,startup_ecosystem,3,3,1
MEX,Mexico,1997,innovation_instruments,2,2,1
MEX,Mexico,1997,knowledge_transfer,2,2,1
MEX,Mexico,2000,innovation_instruments,5,5,1
MEX,Mexico,2000,rd_funding,1,1,1
MEX,Mexico,2003,startup_ecosystem,1,1,1
MEX,Mexico,2005,innovation_instruments,1,1,1
MEX,Mexico,2005,rd_funding,1,1,1
MEX,Mexico,2007,human_capital,1,1,1
MEX,Mexico,2007,innovation_instruments,1,1,1
MEX,Mexico,2007,sectoral_rd,1,1,1
MEX,Mexico,2007,startup_ecosystem,1,1,1
MEX,Mexico,2011,innovation_instruments,1,1,1
MEX,Mexico,2011,startup_ecosystem,1,1,1
MEX,Mexico,2013,rd_funding,1,1,1
MEX,Mexico,2015,knowledge_transfer,1,1,1
MEX,Mexico,2015,rd_funding,1,1,1
MEX,Mexico,2015,startup_ecosystem,1,1,1
MEX,Mexico,2017,innovation_instruments,1,1,1
MEX,Mexico,2017,rd_funding,1,1,1
MEX,Mexico,2017,startup_ecosystem,1,1,1
MEX,Mexico,2019,rd_funding,1,1,1
NLD,Netherlands,1996,human_capital,2,2,1
NLD,Netherlands,1996,innovation_instruments,2,2,1
NLD,Netherlands,1996,rd_funding,2,2,1
NLD,Netherlands,1996,sectoral_rd,1,1,1
NLD,Netherlands,1998,innovation_instruments,3,3,1
NLD,Netherlands,1998,rd_funding,1,1,1
NLD,Netherlands,2002,knowledge_transfer,1,1,1
NLD,Netherlands,2002,rd_funding,1,1,1
NLD,Netherlands,2002,research_infrastructure,1,1,1
NLD,Netherlands,2002,startup_ecosystem,3,3,1
NLD,Netherlands,2004,human_capital,2,2,1
NLD,Netherlands,2004,innovation_instruments,2,2,1
NLD,Netherlands,2004,knowledge_transfer,1,1,1
NLD,Netherlands,2004,rd_funding,3,3,1
NLD,Netherlands,2004,startup_ecosystem,2,2,1
NLD,Netherlands,2006,innovation_instruments,3,2,1
NLD,Netherlands,2006,rd_funding,2,2,1
NLD,Netherlands,2006,research_infrastructure,1,1,1
NLD,Netherlands,2006,startup_ecosystem,2,2,1
NLD,Netherlands,2008,human_capital,2,2,1
NLD,Netherlands,2008,innovation_instruments,4,4,1
NLD,Netherlands,2008,rd_funding,1,1,1
NLD,Netherlands,2008,research_infrastructure,1,1,1
NLD,Netherlands,2008,startup_ecosystem,1,1,1
NLD,Netherlands,2010,innovation_instruments,1,1,1
NLD,Netherlands,2010,other,1,0,0
NLD,Netherlands,2012,innovation_instruments,2,2,1
NLD,Netherlands,2012,knowledge_transfer,1,1,1
NLD,Netherlands,2012,sectoral_rd,1,1,1
NLD,Netherlands,2012,startup_ecosystem,1,1,1
NLD,Netherlands,2014,human_capital,1,1,1
NLD,Netherlands,2014,innovation_instruments,2,2,1
NLD,Netherlands,2014,knowledge_transfer,1,1,1
NLD,Netherlands,2014,rd_funding,1,1,1
NLD,Netherlands,2014,sectoral_rd,1,1,1
NLD,Netherlands,2014,startup_ecosystem,2,2,1
NLD,Netherlands,2016,innovation_instruments,1,1,1
NLD,Netherlands,2016,rd_funding,4,4,1
NLD,Netherlands,2016,sectoral_rd,2,2,1
NLD,Netherlands,2016,startup_ecosystem,1,1,1
NLD,Netherlands,2018,rd_funding,1,1,1
NLD,Netherlands,2018,research_infrastructure,1,1,1
NLD,Netherlands,2021,human_capital,1,1,1
NLD,Netherlands,2021,innovation_instruments,1,1,1
NLD,Netherlands,2021,rd_funding,3,3,1
NLD,Netherlands,2023,innovation_instruments,1,1,1
NLD,Netherlands,2023,rd_funding,1,1,1
NLD,Netherlands,2025,human_capital,1,1,1
NLD,Netherlands,2025,innovation_instruments,2,2,1
NLD,Netherlands,2025,rd_funding,7,4,1
NLD,Netherlands,2025,research_infrastructure,1,1,1
NLD,Netherlands,2025,sectoral_rd,3,3,1
NLD,Netherlands,2025,startup_ecosystem,2,2,1
NOR,Norway,1997,knowledge_transfer,1,1,1
NOR,Norway,1998,startup_ecosystem,1,1,1
NOR,Norway,1999,knowledge_transfer,1,1,1
NOR,Norway,1999,rd_funding,1,1,1
NOR,Norway,1999,startup_ecosystem,1,1,1
NOR,Norway,2000,rd_funding,3,2,1
NOR,Norway,2002,innovation_instruments,1,1,1
NOR,Norway,2002,rd_funding,1,1,1
NOR,Norway,2004,human_capital,1,1,1
NOR,Norway,2004,rd_funding,1,1,1
NOR,Norway,2007,human_capital,1,1,1
NOR,Norway,2007,innovation_instruments,2,2,1
NOR,Norway,2007,knowledge_transfer,3,3,1
NOR,Norway,2007,rd_funding,4,4,1
NOR,Norway,2007,startup_ecosystem,1,1,1
NOR,Norway,2008,innovation_instruments,1,1,1
NOR,Norway,2010,research_infrastructure,1,1,1
NOR,Norway,2012,innovation_instruments,1,1,1
NOR,Norway,2014,innovation_instruments,3,3,1
NOR,Norway,2014,knowledge_transfer,1,1,1
NOR,Norway,2014,rd_funding,1,1,1
NOR,Norway,2014,startup_ecosystem,2,2,1
NOR,Norway,2016,knowledge_transfer,1,1,1
NOR,Norway,2016,rd_funding,1,1,1
NOR,Norway,2018,innovation_instruments,7,7,1
NOR,Norway,2018,knowledge_transfer,1,1,1
NOR,Norway,2018,other,1,1,1
NOR,Norway,2018,rd_funding,4,4,1
NOR,Norway,2019,innovation_instruments,1,1,1
NOR,Norway,2019,rd_funding,1,1,1
NOR,Norway,2022,innovation_instruments,1,1,1
NOR,Norway,2024,sectoral_rd,1,1,1
NZL,New Zealand,1999,rd_funding,1,1,1
NZL,New Zealand,2000,innovation_instruments,1,1,1
NZL,New Zealand,2000,rd_funding,4,4,1
NZL,New Zealand,2002,human_capital,1,1,1
NZL,New Zealand,2002,rd_funding,1,1,1
NZL,New Zealand,2002,sectoral_rd,1,1,1
NZL,New Zealand,2002,startup_ecosystem,1,1,1
NZL,New Zealand,2003,human_capital,1,1,1
NZL,New Zealand,2003,innovation_instruments,5,5,1
NZL,New Zealand,2003,rd_funding,3,3,1
NZL,New Zealand,2003,research_infrastructure,1,1,1
NZL,New Zealand,2003,sectoral_rd,1,1,1
NZL,New Zealand,2003,startup_ecosystem,2,2,1
NZL,New Zealand,2005,human_capital,1,1,1
NZL,New Zealand,2005,innovation_instruments,4,4,1
NZL,New Zealand,2005,knowledge_transfer,3,3,1
NZL,New Zealand,2005,rd_funding,3,3,1
NZL,New Zealand,2005,startup_ecosystem,1,1,1
NZL,New Zealand,2007,human_capital,1,1,1
NZL,New Zealand,2007,innovation_instruments,1,1,1
NZL,New Zealand,2007,knowledge_transfer,1,1,1
NZL,New Zealand,2007,startup_ecosystem,1,1,1
NZL,New Zealand,2009,human_capital,1,1,1
NZL,New Zealand,2009,innovation_instruments,1,1,1
NZL,New Zealand,2009,rd_funding,1,1,1
NZL,New Zealand,2011,human_capital,3,3,1
NZL,New Zealand,2011,knowledge_transfer,1,1,1
NZL,New Zealand,2011,rd_funding,1,1,1
NZL,New Zealand,2011,sectoral_rd,1,1,1
NZL,New Zealand,2013,human_capital,1,1,1
NZL,New Zealand,2013,innovation_instruments,2,2,1
NZL,New Zealand,2013,knowledge_transfer,2,2,1
NZL,New Zealand,2013,rd_funding,2,2,1
NZL,New Zealand,2013,sectoral_rd,1,1,1
NZL,New Zealand,2013,startup_ecosystem,1,1,1
NZL,New Zealand,2015,rd_funding,1,1,1
NZL,New Zealand,2017,innovation_instruments,1,1,1
NZL,New Zealand,2017,knowledge_transfer,1,1,1
NZL,New Zealand,2017,rd_funding,4,4,1
NZL,New Zealand,2019,innovation_instruments,1,1,1
NZL,New Zealand,2022,human_capital,1,1,1
NZL,New Zealand,2022,innovation_instruments,2,2,1
NZL,New Zealand,2022,rd_funding,1,1,1
NZL,New Zealand,2022,startup_ecosystem,4,4,1
NZL,New Zealand,2024,human_capital,1,1,1
NZL,New Zealand,2024,sectoral_rd,1,1,1
POL,Poland,1998,innovation_instruments,1,1,1
POL,Poland,1998,startup_ecosystem,1,1,1
POL,Poland,2001,innovation_instruments,1,1,1
POL,Poland,2001,startup_ecosystem,1,1,1
POL,Poland,2004,startup_ecosystem,1,1,1
POL,Poland,2006,innovation_instruments,2,2,1
POL,Poland,2006,rd_funding,1,1,1
POL,Poland,2008,human_capital,1,1,1
POL,Poland,2008,startup_ecosystem,1,1,1
POL,Poland,2010,human_capital,1,1,1
POL,Poland,2010,innovation_instruments,3,3,1
POL,Poland,2010,knowledge_transfer,1,1,1
POL,Poland,2010,rd_funding,4,4,1
POL,Poland,2010,startup_ecosystem,1,1,1
POL,Poland,2016,innovation_instruments,1,1,1
POL,Poland,2018,human_capital,1,1,1
POL,Poland,2018,innovation_instruments,16,16,1
POL,Poland,2018,knowledge_transfer,2,2,1
POL,Poland,2018,rd_funding,5,5,1
POL,Poland,2018,research_infrastructure,2,2,1
POL,Poland,2018,startup_ecosystem,2,2,1
POL,Poland,2020,knowledge_transfer,1,1,1
POL,Poland,2020,rd_funding,1,1,1
POL,Poland,2020,startup_ecosystem,1,1,1
POL,Poland,2023,human_capital,1,1,1
POL,Poland,2023,innovation_instruments,2,2,1
POL,Poland,2023,startup_ecosystem,1,1,1
POL,Poland,2025,innovation_instruments,1,1,1
POL,Poland,2025,rd_funding,1,1,1
POL,Poland,2025,startup_ecosystem,2,2,1
PRT,Portugal,1995,human_capital,1,1,1
PRT,Portugal,1996,innovation_instruments,1,1,1
PRT,Portugal,1996,knowledge_transfer,1,1,1
PRT,Portugal,1996,rd_funding,1,1,1
PRT,Portugal,1998,rd_funding,1,1,1
PRT,Portugal,1998,sectoral_rd,1,1,1
PRT,Portugal,1999,human_capital,1,1,1
PRT,Portugal,1999,sectoral_rd,1,1,1
PRT,Portugal,2001,innovation_instruments,1,1,1
PRT,Portugal,2001,rd_funding,3,3,1
PRT,Portugal,2003,human_capital,1,1,1
PRT,Portugal,2003,innovation_instruments,1,1,1
PRT,Portugal,2003,research_infrastructure,1,1,1
PRT,Portugal,2003,startup_ecosystem,1,1,1
PRT,Portugal,2004,human_capital,2,2,1
