source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2012_ministry10.pdf,Data/input/finance_bills/Netherlands/2012_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_04d447bfdbdb__2012_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2012_ministry12.pdf,Data/input/finance_bills/Netherlands/2012_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_f290976e4957__2012_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total revenues,58073000.0,covered_by_final_series,
2012_ministry13.pdf,Data/input/finance_bills/Netherlands/2012_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_a99064fe135e__2012_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2012_ministry16.pdf,Data/input/finance_bills/Netherlands/2012_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_fd717812f4f9__2012_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,RIVM,392109000.0,covered_by_final_series,
2012_ministry8.pdf,Data/input/finance_bills/Netherlands/2012_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_b025f82f1163__2012_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,894029000.0,covered_by_final_series,
2013_ministry10.pdf,Data/input/finance_bills/Netherlands/2013_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_828d0cfb6105__2013_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2013_ministry12.pdf,Data/input/finance_bills/Netherlands/2013_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_9aa41c23c8a8__2013_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total revenues,65407000.0,covered_by_final_series,
2013_ministry13.pdf,Data/input/finance_bills/Netherlands/2013_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_203f66cae0bd__2013_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Innovation and entrepreneurship,795764000.0,covered_by_final_series,
2013_ministry16.pdf,Data/input/finance_bills/Netherlands/2013_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_3af4060566fe__2013_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,Rijksinstituut voor Volksgezondheid en Milieu,373316000.0,covered_by_final_series,
2013_ministry8.pdf,Data/input/finance_bills/Netherlands/2013_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_b4ab021a52cc__2013_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,885520000.0,covered_by_final_series,
2014_ministry10.pdf,Data/input/finance_bills/Netherlands/2014_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_edec1a153240__2014_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2014_ministry12.pdf,Data/input/finance_bills/Netherlands/2014_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_258ed3ce41f9__2014_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Operating expenses,56573000.0,covered_by_final_series,
2014_ministry13.pdf,Data/input/finance_bills/Netherlands/2014_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_2aae1de5d9f4__2014_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2014_ministry16.pdf,Data/input/finance_bills/Netherlands/2014_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_4ab9b6cf962a__2014_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,Rijksinstituut voor Volksgezondheid en Milieu,339207000.0,covered_by_final_series,
2014_ministry8.pdf,Data/input/finance_bills/Netherlands/2014_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_519b3d09ab18__2014_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4033802000.0 | 895771000.0,covered_by_final_series,
2015_ministry10.pdf,Data/input/finance_bills/Netherlands/2015_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_36bfbd5c1df7__2015_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2015_ministry12.pdf,Data/input/finance_bills/Netherlands/2015_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_a368d423ceb6__2015_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total capital expenditures,63993000.0,covered_by_final_series,
2015_ministry13.pdf,Data/input/finance_bills/Netherlands/2015_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_342138162502__2015_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2015_ministry16.pdf,Data/input/finance_bills/Netherlands/2015_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_c9567a79b543__2015_ministry16.txt.gz,1,RIVM (National Institute for Public Health),8,Strategisch onderzoek RIVM,23047.0,covered_by_final_series,
2015_ministry8.pdf,Data/input/finance_bills/Netherlands/2015_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_05d723ded79b__2015_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4145632000.0 | 973046000.0,covered_by_final_series,
2016_ministry10.pdf,Data/input/finance_bills/Netherlands/2016_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_12c935767074__2016_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2016_ministry12.pdf,Data/input/finance_bills/Netherlands/2016_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_b0d9127b13fb__2016_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Totaal kapitaal-uitgaven,4230000.0,covered_by_final_series,
2016_ministry13.pdf,Data/input/finance_bills/Netherlands/2016_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_500e97ec52d3__2016_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2016_ministry16.pdf,Data/input/finance_bills/Netherlands/2016_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_6daef870caa4__2016_ministry16.txt.gz,0,,,,,not_used_in_final_series,
2016_ministry8.pdf,Data/input/finance_bills/Netherlands/2016_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_97e23eaf8dc1__2016_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4160209.0 | 953579.0,covered_by_final_series,
2017_ministry10.pdf,Data/input/finance_bills/Netherlands/2017_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_1ce6d0396503__2017_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2017_ministry12.pdf,Data/input/finance_bills/Netherlands/2017_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_79b0ce80edc2__2017_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total capital expenditures,70277000.0,covered_by_final_series,
2017_ministry13.pdf,Data/input/finance_bills/Netherlands/2017_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_db83030f489d__2017_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovative and sustainable entrepreneurship,2358000.0,covered_by_final_series,
2017_ministry16.pdf,Data/input/finance_bills/Netherlands/2017_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_80dc7f4643d7__2017_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Rijksinstituut voor Volksgezondheid en Milieu,3600000.0,covered_by_final_series,
2017_ministry8.pdf,Data/input/finance_bills/Netherlands/2017_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_89cacc3a93a7__2017_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4310149000.0 | 950780000.0,covered_by_final_series,
2018_ministry10.pdf,Data/input/finance_bills/Netherlands/2018_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_e474e519e9a4__2018_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2018_ministry12.pdf,Data/input/finance_bills/Netherlands/2018_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_7878bd01bbd6__2018_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total capital expenditures,79312000.0,covered_by_final_series,
2018_ministry13.pdf,Data/input/finance_bills/Netherlands/2018_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_e0d0a4610244__2018_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovative and sustainable entrepreneurship,109547000.0,covered_by_final_series,
2018_ministry16.pdf,Data/input/finance_bills/Netherlands/2018_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_a21858180a7f__2018_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Rijksinstituut voor Volksgezondheid en Milieu,3700000.0,covered_by_final_series,
2018_ministry8.pdf,Data/input/finance_bills/Netherlands/2018_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_7623df0d15b7__2018_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4483810.0 | 1009038.0,covered_by_final_series,
2019_ministry10.pdf,Data/input/finance_bills/Netherlands/2019_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_2632319f6073__2019_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2019_ministry12.pdf,Data/input/finance_bills/Netherlands/2019_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_49629e928128__2019_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),3,Totaal kapitaal-uitgaven,83042000.0,covered_by_final_series,
2019_ministry13.pdf,Data/input/finance_bills/Netherlands/2019_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_7ad2980d31ac__2019_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),5,Business policy: innovative and sustainable entrepreneurship,890000000.0,covered_by_final_series,
2019_ministry14.pdf,Data/input/finance_bills/Netherlands/2019_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_82d7b34559f3__2019_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2019_ministry16.pdf,Data/input/finance_bills/Netherlands/2019_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_4ab3939c87d6__2019_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Kapitaaluitgaven,4000000.0,covered_by_final_series,
2019_ministry8.pdf,Data/input/finance_bills/Netherlands/2019_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_55ef36b0a07b__2019_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,4898729000.0 | 1228371000.0,covered_by_final_series,
2020_ministry10.pdf,Data/input/finance_bills/Netherlands/2020_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_0af3b5a2b9e2__2020_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2020_ministry12.pdf,Data/input/finance_bills/Netherlands/2020_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_ba07e1b5b0a9__2020_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),3,Total capital expenditures,88297000.0,covered_by_final_series,
2020_ministry13.pdf,Data/input/finance_bills/Netherlands/2020_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_0d1a7dc927e6__2020_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),5,Business policy: innovation and entrepreneurship for sustainable prosperity growth,1075493000.0,covered_by_final_series,
2020_ministry14.pdf,Data/input/finance_bills/Netherlands/2020_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_8dd99d06c27c__2020_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2020_ministry16.pdf,Data/input/finance_bills/Netherlands/2020_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_728f228dfd62__2020_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Totaal kapitaal-uitgaven,4800000.0,covered_by_final_series,
2020_ministry8.pdf,Data/input/finance_bills/Netherlands/2020_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_bfb7078946df__2020_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,5 | 5,Scientific education | Research and science policy,5202998000.0 | 1172446000.0,covered_by_final_series,
2021_ministry10.pdf,Data/input/finance_bills/Netherlands/2021_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_6cadb771e698__2021_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2021_ministry12.pdf,Data/input/finance_bills/Netherlands/2021_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_2405dc0264c6__2021_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),3,Total for KNMI,60697.0,covered_by_final_series,
2021_ministry13.pdf,Data/input/finance_bills/Netherlands/2021_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_9d9f6239df85__2021_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovation and entrepreneurship for sustainable prosperity growth,2950996000.0,covered_by_final_series,
2021_ministry14.pdf,Data/input/finance_bills/Netherlands/2021_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_429ffdc226bd__2021_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2021_ministry16.pdf,Data/input/finance_bills/Netherlands/2021_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_3deffb3a2380__2021_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Totaal kapitaaluitgaven,5600000.0,covered_by_final_series,
2021_ministry8.pdf,Data/input/finance_bills/Netherlands/2021_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_1873ecfc2659__2021_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,1134046000.0,covered_by_final_series,
2022_ministry10.pdf,Data/input/finance_bills/Netherlands/2022_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_8fa171077aa5__2022_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2022_ministry12.pdf,Data/input/finance_bills/Netherlands/2022_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_775f0dd52536__2022_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),3,Total for KNMI,94761.0,covered_by_final_series,
2022_ministry13.pdf,Data/input/finance_bills/Netherlands/2022_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_0187142ff3af__2022_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovation and entrepreneurship for sustainable prosperity growth,2209546000.0,covered_by_final_series,
2022_ministry14.pdf,Data/input/finance_bills/Netherlands/2022_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_d760ef00ef58__2022_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2022_ministry16.pdf,Data/input/finance_bills/Netherlands/2022_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_b2e24bb3823b__2022_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Rijksinstituut voor Volksgezondheid en Milieu,15000.0,covered_by_final_series,
2022_ministry8.pdf,Data/input/finance_bills/Netherlands/2022_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_6c36cc2184d3__2022_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,1236172.0,covered_by_final_series,
2023_ministry10.pdf,Data/input/finance_bills/Netherlands/2023_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_8fe2244481a8__2023_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2023_ministry12.pdf,Data/input/finance_bills/Netherlands/2023_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_5d87272ea586__2023_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),3,Operating Expenses,100793000.0,covered_by_final_series,
2023_ministry13.pdf,Data/input/finance_bills/Netherlands/2023_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_372d84d69308__2023_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovation and entrepreneurship for sustainable prosperity growth,2708363000.0,covered_by_final_series,
2023_ministry14.pdf,Data/input/finance_bills/Netherlands/2023_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_d188e31593cf__2023_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2023_ministry16.pdf,Data/input/finance_bills/Netherlands/2023_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_43b8b42d595f__2023_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Totaal kapitaaluitgaven,16500000.0,covered_by_final_series,
2023_ministry8.pdf,Data/input/finance_bills/Netherlands/2023_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_96b7eb102718__2023_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,1608827.0,covered_by_final_series,
2024_ministry10.pdf,Data/input/finance_bills/Netherlands/2024_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_542292bfd556__2024_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2024_ministry12.pdf,Data/input/finance_bills/Netherlands/2024_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_3baed8cd7ab2__2024_ministry12.txt.gz,0,,,,,not_used_in_final_series,
2024_ministry13.pdf,Data/input/finance_bills/Netherlands/2024_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_147f31365d67__2024_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovation and entrepreneurship for sustainable prosperity growth,2268712000.0,covered_by_final_series,
2024_ministry14.pdf,Data/input/finance_bills/Netherlands/2024_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_3e48662add58__2024_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2024_ministry16.pdf,Data/input/finance_bills/Netherlands/2024_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_1d484890a5c6__2024_ministry16.txt.gz,0,,,,,not_used_in_final_series,
2024_ministry8.pdf,Data/input/finance_bills/Netherlands/2024_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_2803a5d71e3c__2024_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,1683746.0,covered_by_final_series,
2025_ministry10.pdf,Data/input/finance_bills/Netherlands/2025_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_493a1a821bac__2025_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2025_ministry12.pdf,Data/input/finance_bills/Netherlands/2025_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_1fe38678d156__2025_ministry12.txt.gz,0,,,,,not_used_in_final_series,
2025_ministry13.pdf,Data/input/finance_bills/Netherlands/2025_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_a2cda1db91ce__2025_ministry13.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Business policy: innovation and entrepreneurship for sustainable prosperity growth,2758165000.0,covered_by_final_series,
2025_ministry14.pdf,Data/input/finance_bills/Netherlands/2025_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_cc3063955261__2025_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2025_ministry16.pdf,Data/input/finance_bills/Netherlands/2025_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_c4308a92ea52__2025_ministry16.txt.gz,0,,,,,not_used_in_final_series,
2025_ministry8.pdf,Data/input/finance_bills/Netherlands/2025_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_054cd0bd8439__2025_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and science policy,1670345.0,covered_by_final_series,
