country,year,source_file,run_status,run_log_rows_extracted,docx_results_rows,docx_audit_in_series_rows,extracted_entities,missing_agencies_from_queue,year_issue_label,year_document_change_flag,country_document_change_signal,document_change_note,diagnosis_excerpt,recommended_action
Netherlands,2006,2006_ministry13.pdf,ran_with_rows,4,4,0,A competitive business climate | A strong innovation capacity | TOTAL | Well-functioning economy and markets in the Netherlands and Europe,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2006,2006_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Knowledge and innovation | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2006,2006_ministry16.pdf,ran_zero_rows,0,3,3,RIVM (National Institute for Public Health) | RIVM Capital Expenses | RIVM Operating Expenses | Total RIVM Expenses,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2006,2006_ministry8.pdf,ran_with_rows,2,2,0,Research and sciences | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2007,2007_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2007,2007_ministry12.pdf,ran_zero_rows,0,4,0,Capital expenditures | Capital revenues | Total capital expenditures | Total capital revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2007,2007_ministry13.pdf,ran_with_rows,3,3,0,A competitive business climate | A strong innovation capacity | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2007,2007_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Knowledge and innovation | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2007,2007_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2007,2007_ministry8.pdf,ran_with_rows,3,3,1,OCW Art. 07 Wetenschappelijk onderwijs (universities) | Research and Sciences | Scientific Education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2008,2008_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2008,2008_ministry12.pdf,ran_zero_rows,0,3,0,Total capital expenditures | Total capital revenues | Total revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2008,2008_ministry13.pdf,ran_with_rows,2,2,0,A strong innovation capacity | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2008,2008_ministry14.pdf,ran_with_rows,3,3,2,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Knowledge and innovation | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2008,2008_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2008,2008_ministry8.pdf,ran_with_rows,2,2,0,Research and sciences | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2009,2009_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2009,2009_ministry12.pdf,ran_zero_rows,0,3,0,Total capital expenditures | Total capital revenues | Total revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2009,2009_ministry13.pdf,ran_with_rows,2,2,0,A strong innovation capacity | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2009,2009_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | TOTAL | Knowledge and innovation,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2009,2009_ministry16.pdf,ran_zero_rows,0,3,3,RIVM (National Institute for Public Health) | RIVM Capital Expenditures | RIVM Operating Expenses | Total RIVM,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2009,2009_ministry8.pdf,ran_with_rows,3,3,1,OCW Art. 07 Wetenschappelijk onderwijs (universities) | TOTAL | Research and sciences | Scientific education,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2010,2010_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2010,2010_ministry12.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2010,2010_ministry13.pdf,ran_with_rows,2,2,0,A strong innovation capacity | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2010,2010_ministry16.pdf,ran_zero_rows,0,4,2,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2010,2010_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2011,2011_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 4 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2011,2011_ministry13.pdf,ran_with_rows,2,2,0,A strong innovation capacity | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 4 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2011,2011_ministry16.pdf,ran_zero_rows,0,2,2,RIVM (National Institute for Public Health) | RIVM Operating Costs | RIVM Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 4 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2011,2011_ministry8.pdf,ran_with_rows,4,4,3,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | TOTAL | Research and science policy | Scientific education,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 4 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2012,2012_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2012,2012_ministry12.pdf,ran_zero_rows,0,3,0,Total capital expenditures | Total capital revenues | Total revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2012,2012_ministry13.pdf,ran_with_rows,3,3,0,A strong innovation capacity | An excellent business climate | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2012,2012_ministry16.pdf,ran_zero_rows,0,2,2,RIVM (National Institute for Public Health) | RIVM | Total RIVM,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2012,2012_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 3 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2013,2013_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2013,2013_ministry12.pdf,ran_zero_rows,0,3,0,Total capital expenditures | Total capital revenues | Total revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2013,2013_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | A strong innovation capacity | Innovation and entrepreneurship | TOTAL,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2013,2013_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 3 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2013,2013_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 3 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2014,2014_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2014,2014_ministry12.pdf,ran_zero_rows,0,2,0,Capital expenditures | Operating expenses,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2014,2014_ministry13.pdf,ran_with_rows,2,2,0,A strong innovation capacity | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2014,2014_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2014,2014_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2015,2015_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2015,2015_ministry12.pdf,ran_zero_rows,0,3,0,Operating expenditures | Total capital expenditures | Total capital revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2015,2015_ministry13.pdf,ran_with_rows,3,3,0,A strong innovation capacity | An excellent business climate | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2015,2015_ministry16.pdf,ran_zero_rows,0,4,2,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal | Inrichten uitvoeringsactiviteiten | Strategisch onderzoek RIVM,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2015,2015_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2016,2016_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,160,209 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2016,2016_ministry12.pdf,ran_zero_rows,0,2,0,Totaal kapitaal-ontvangsten | Totaal kapitaal-uitgaven,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,160,209 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2016,2016_ministry13.pdf,ran_with_rows,3,3,0,A strong innovation capacity | Future Fund | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,160,209 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2016,2016_ministry16.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,160,209 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2016,2016_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,"Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,160,209 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",document_only_keep_ocw_art16_aggregate
Netherlands,2017,2017_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2017,2017_ministry12.pdf,ran_zero_rows,0,2,0,Total capital expenditures | Total capital revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2017,2017_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Business policy: innovative and sustainable entrepreneurship | Future Fund | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2017,2017_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 5 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2017,2017_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 5 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2018,2018_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,483,810 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2018,2018_ministry12.pdf,ran_zero_rows,0,2,0,Total capital expenditures | Total capital revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,483,810 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2018,2018_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Business policy: innovative and sustainable entrepreneurship | Future Fund | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,483,810 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2018,2018_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.","Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,483,810 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",targeted_recovery_or_better_annex_needed
Netherlands,2018,2018_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,"Year has 5 parsed files but agency not found. May be in a non-table section or different document. | Amount 4,483,810 outside expected range [586,808,000 – 6,814,750,000] (IQR × 3.0) within EUR observations. Possible current/prior year confusion or unit error.",document_only_keep_ocw_art16_aggregate
Netherlands,2019,2019_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2019,2019_ministry12.pdf,ran_zero_rows,0,2,0,Totaal kapitaal-ontvangsten | Totaal kapitaal-uitgaven,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2019,2019_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Total | Business policy: innovative and sustainable entrepreneurship | Future Fund,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2019,2019_ministry14.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2019,2019_ministry16.pdf,ran_zero_rows,0,2,0,Kapitaaluitgaven | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2019,2019_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Scientific education | TOTAL,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2020,2020_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2020,2020_ministry12.pdf,ran_zero_rows,0,4,0,Operating expenditures | Operating revenues | Total capital expenditures | Total capital revenues,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
