year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,series_notes
2022,Grantová agentura České republiky (GA ČR),science_agency,4669819125.0,koruna,CZK,manual_recovery,2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,24,Data/input/finance_bills/Czech Republic/2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2022,Technologická agentura České republiky (TA ČR),science_agency,5664987717.0,koruna,CZK,manual_recovery,2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,58,Data/input/finance_bills/Czech Republic/2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2023,Akademie věd České republiky (AV ČR),science_agency,7177502810.0,koruna,CZK,manual_recovery,2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,49,Data/input/finance_bills/Czech Republic/2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2023,Technologická agentura České republiky (TA ČR),science_agency,6327572010.0,koruna,CZK,manual_recovery,2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,59,Data/input/finance_bills/Czech Republic/2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2024,Akademie věd České republiky (AV ČR),science_agency,7642481529.0,koruna,CZK,manual_recovery,2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,49,Data/input/finance_bills/Czech Republic/2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2024,Grantová agentura České republiky (GA ČR),science_agency,4600000000.0,koruna,CZK,manual_recovery,2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,24,Data/input/finance_bills/Czech Republic/2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2024,Technologická agentura České republiky (TA ČR),science_agency,6282134018.0,koruna,CZK,manual_recovery,2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,58,Data/input/finance_bills/Czech Republic/2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2025,Akademie věd České republiky (AV ČR),science_agency,,,,,,,,,,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact
2025,Grantová agentura České republiky (GA ČR),science_agency,,,,,,,,,,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: implausibly inflated summary/unit artefact
2025,Technologická agentura České republiky (TA ČR),science_agency,,,,,,,,,,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; dropped after Czech source audit: implausibly inflated summary/unit artefact
