country,agency_name,agency_type,rd_fraction,canonical_name,active_years,include_in_series,notes,classified_by
Australia,2.—Film Making—,unclear,0.0,Film Making,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,Division 598.—ALBURY-WODONGA DEVELOPMENT CORPORATION,unclear,0.0,Albury-Wodonga Development Corporation,,False,Cannot determine from the name alone.,llm
Australia,Division 272.—AUSTRALIAN CAPITAL TERRITORY HOSPITALS,mixed_ministry,5.0,Australian Capital Territory Hospitals,,False,"Part of the health department, R&D is a small component.",llm
Australia,Division 641.—AUSTRALIAN TOURIST COMMISSION,mixed_ministry,5.0,Australian Tourist Commission,,False,"Primarily focused on tourism promotion, with R&D being a minor component.",llm
Australia,Division 332.—AUSTRALIAN ARCHIVES,unclear,0.0,Australian Archives,,False,The name does not provide enough information to determine if it is dedicated to R&D or a mixed ministry.,llm
Australia,4.—Grants-in-Aid—continued $ $ $,unclear,0.0,Grants-in-Aid,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,3.—Administrative Expenses—,unclear,0.0,Administrative Expenses,,False,Agency name does not provide sufficient information to classify.,llm
Australia,Division 619.—DEFENCE CO-OPERATION,unclear,0.0,Division 619 - Defence Co-operation,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 288.—CONCILIATION AND ARBITRATION,unclear,0.0,Division 288 - Conciliation and Arbitration,,False,Cannot determine from the name alone.,llm
Australia,DEPARTMENT OF HEALTH DEPARTMENT OF HEALTH,mixed_ministry,10.0,Department of Health,,False,Broad government department where R&D is a small component.,llm
Australia,Division 668.—WATERFRONT INDUSTRY REFORM AUTHORITY,unclear,0.0,Waterfront Industry Reform Authority,,False,Cannot determine from the name alone.,llm
Australia,Division 305.—AUSTRALIAN GOVERNMENT RETIREMENT BENEFITS OFFICE,unclear,0.0,Australian Government Retirement Benefits Office,,False,Agency name does not indicate a focus on R&D.,llm
Australia,Division 123.— NATIONAL FILM AND SOUND ARCHIVE,unclear,0.0,National Film and Sound Archive,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 150.—FURNITURE AND FITTINGS,unclear,0.0,Division 150 - Furniture and Fittings,,False,Cannot determine the nature of this agency from the name alone.,llm
Australia,Division 297.—GREAT BARRIER REEF MARINE PARK AUTHORITY,mixed_ministry,10.0,Great Barrier Reef Marine Park Authority,,False,Primarily a regulatory agency with some R&D components related to marine conservation.,llm
Australia,5.—Environmental and Conservation Programs—,unclear,0.0,Environmental and Conservation Programs,,False,Cannot determine the specific focus on R&D from the name alone.,llm
Australia,Division 348.—COMMONWEALTH HOSTELS LIMITED,unclear,0.0,Commonwealth Hostels Limited,,False,Cannot determine from the name alone.,llm
Australia,"Outcome 14 - 
Biosecurity and Emergency Response - Preparedness to respond to national health emergencies and risks, including through surveillance, regulation, prevention, detection and leadership in national health coordination",mixed_ministry,10.0,Outcome 14 - Biosecurity and Emergency Response,,False,Part of a broader health ministry with R&D as a small component.,llm
Australia,Division 297.—COMMONWEALTH HOSTELS LIMITED,unclear,0.0,Commonwealth Hostels Limited,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,job seekers into work and meet employer needs,unclear,0.0,Job Seekers into Work and Meet Employer Needs,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,Division 142.—AUSTRALIAN NATIONAL MARITIME MUSEUM,unclear,0.0,Australian National Maritime Museum,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 668.— SHIPPING INDUSTRY REFORM AUTHORITY,unclear,0.0,Shipping Industry Reform Authority,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 291.—COMMONWEALTH HOSTELS LIMITED,unclear,0.0,Commonwealth Hostels Limited,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 624.—CHRISTMAS ISLAND,unclear,0.0,Division 624 - Christmas Island,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,"Outcome 15 - 
Sport Performance and Participation - Improved opportunities for community participation in sport and recreation, and excellence in high-performance athletes, including through investment in sport infrastructure and events, research and international cooperation",unclear,0.0,Outcome 15 - Sport Performance and Participation,,False,"The name suggests a focus on sport and recreation, but it is unclear how much of the budget is dedicated to R&D.",llm
Australia,"Outcome 5 - 
Safer, fairer and more productive workplaces for employers and employees by promoting and supporting the adoption of fair and flexible workplace arrangements and safer working arrangements",unclear,0.0,"Outcome 5 - Safer, fairer and more productive workplaces",,False,The name does not provide enough information to determine if it is an R&D agency or a broader ministry.,llm
Australia,Division 178.—TRADE PRACTICES COMMISSION,unclear,0.0,Trade Practices Commission,,False,Cannot determine R&D focus from the name alone.,llm
Australia,Division 508.— OFFICE OF NATIONAL ASSESSMENTS,unclear,0.0,Office of National Assessments,,False,Cannot determine from the name alone.,llm
Australia,Division 558.—AUSTRALIAN TOURIST COMMISSION,mixed_ministry,5.0,Australian Tourist Commission,,False,"Primarily focused on tourism promotion, with minimal R&D component.",llm
Australia,Division 504.— RESOURCE ASSESSMENT COMMISSION,unclear,0.0,Resource Assessment Commission,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Australia,2.—Administrative and Operational Expenses—continued,unclear,0.0,Administrative and Operational Expenses,,False,The name does not specify an agency focused on R&D or a ministry.,llm
Australia,Division 177.—HUMAN RIGHTS AND EQUAL OPPORTUNITY COMMISSION,unclear,0.0,Human Rights and Equal Opportunity Commission,,False,Cannot determine if this agency has a significant R&D component based on the name alone.,llm
Australia,DEPARTMENT OF FOREIGN AFFAIRS AND TRADE DEPARTMENT OF FOREIGN AFFAIRS AND TRADE,mixed_ministry,5.0,Department of Foreign Affairs and Trade,,False,Broad government department with R&D as a small component.,llm
Australia,Children’s Commission—For recurrent expenditure including grants under the Children’s Commission Act and the Child Care Act,mixed_ministry,5.0,Children’s Commission,,False,Broad government department with R&D as a small component.,llm
Australia,"Outcome 5 - 
A growth in skills, qualifications and productivity through funding to improve teaching quality, learning, and tertiary sector infrastructure, international promotion of Australia’s education and training sectors, and partnerships with industry",unclear,0.0,Outcome 5,,False,The name does not clearly indicate if it is a dedicated R&D agency or a broader ministry initiative.,llm
Australia,"Division 274.— NATIONAL BOARD OF EMPLOYMENT, EDUCATION AND TRAINING",unclear,0.0,"National Board of Employment, Education and Training",,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 540.—ADMINISTRATIVE—continued,unclear,0.0,Division 540,,False,Cannot determine the specific focus or function of this division from the name alone.,llm
Australia,"Division 232.— NATIONAL BOARD OF EMPLOYMENT, EDUCATION AND TRAINING",mixed_ministry,5.0,"National Board of Employment, Education and Training",,False,Broad government department where R&D is a small component.,llm
Australia,4.—Grants-in-Aid— $ $ $,unclear,0.0,Grants-in-Aid,,False,Insufficient information to determine the nature of the agency.,llm
Australia,Division 153.— NATIONAL SCIENCE AND TECHNOLOGY CENTRE,unclear,0.0,National Science and Technology Centre,,False,Cannot determine the specific focus or budget allocation from the name alone.,llm
Australia,Division 515.—RESOURCE ASSESSMENT COMMISSION,unclear,0.0,Resource Assessment Commission,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Australia,Division 171.— CASH TRANSACTION REPORTS AGENCY,unclear,0.0,CASH TRANSACTION REPORTS AGENCY,,False,Cannot determine from the name alone.,llm
Australia,1.—Family Court of Australia—,unclear,0.0,Family Court of Australia,,False,Cannot determine R&D focus from the name alone.,llm
Australia,Division 289.—COMMONWEALTH HOSTELS LIMITED—,unclear,0.0,Commonwealth Hostels Limited,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 502.— COMMONWEALTH OMBUDSMAN,unclear,0.0,Commonwealth Ombudsman,,False,The name does not indicate a focus on R&D.,llm
Australia,Division 323.—PRODUCTION ASSISTANCE,unclear,0.0,Division 323 - Production Assistance,,False,Cannot determine the focus of this division from the name alone.,llm
Australia,DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,mixed_ministry,5.0,Department of Immigration and Border Protection,,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 6 - 
A cohesive, multicultural Australian society through promotion of cultural diversity and a unifying citizenship, decisions on citizenship status, and multicultural and citizenship policy advice and program design",unclear,0.0,"Outcome 6 - A cohesive, multicultural Australian society",,False,The name does not clearly indicate a focus on R&D.,llm
Australia,"Outcome 3 - 
Support Australia’s border protection through managing the stay and departure of all non-citizens",unclear,0.0,Outcome 3 - Support Australia’s border protection through managing the stay and departure of all non-citizens,,False,The name does not indicate a focus on R&D.,llm
Australia,Division 519.—OFFICE OF NATIONAL ASSESSMENTS,unclear,0.0,Office of National Assessments,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,"DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS",mixed_ministry,10.0,"Department of Education, Employment and Workplace Relations",,False,Broad government department where R&D is a small component.,llm
Australia,Division 181.—HUMAN RIGHTS COMMISSION,unclear,0.0,Human Rights Commission,,False,Cannot determine R&D focus from the name alone.,llm
Australia,Division 513.—COMMONWEALTH OMBUDSMAN,unclear,0.0,Commonwealth Ombudsman,,False,Cannot determine R&D focus from the name alone.,llm
Australia,Division 565.—PROTECTION OF THE ENVIRONMENT IN THE ALLIGATOR RIVERS REGION FROM THE EFFECTS OF URANIUM MINING,unclear,0.0,Division 565 - Protection of the Environment in the Alligator Rivers Region from the Effects of Uranium Mining,,False,Cannot determine the primary focus or budget allocation from the name alone.,llm
Australia,Division 174.—CASH TRANSACTION REPORTS AGENCY,unclear,0.0,Division 174 - Cash Transaction Reports Agency,,False,Cannot determine from the name alone.,llm
Australia,Division 506. — MERIT PROTECTION AND REVIEW AGENCY,unclear,0.0,Division 506 - Merit Protection and Review Agency,,False,Cannot determine from the name alone.,llm
Australia,1.—For expenditure under the National Parks and Wildlife Conservation Act 1975—,unclear,0.0,National Parks and Wildlife Conservation Act 1975,,False,The name does not specify if it is dedicated to R&D or broader conservation efforts.,llm
Australia,Division 517.—MERIT PROTECTION AND REVIEW AGENCY,unclear,0.0,MERIT PROTECTION AND REVIEW AGENCY,,False,Cannot determine from the name alone.,llm
Australia,Division 673.— PRICES SURVEILLANCE AUTHORITY,unclear,0.0,Prices Surveillance Authority,,False,Cannot determine from the name alone.,llm
Australia,1.—For expenditure under the Cities Commission Act—,unclear,0.0,Cities Commission,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 666.—BUREAU OF TRANSPORT ECONOMICS,mixed_ministry,10.0,Bureau of Transport Economics,,False,"Part of a broader ministry focused on transport, R&D is a small component.",llm
Australia,1.—For expenditure under the National Museum of Australia Act 1980—,unclear,0.0,National Museum of Australia,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 674.—PRICES SURVEILIANCE AUTHORITY,unclear,0.0,Prices Surveillance Authority,,False,Cannot determine from the name alone.,llm
Australia,"DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",mixed_ministry,10.0,"Department of Industry, Innovation, Climate Change, Science, Research and Tertiary Education",,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 4 - 
Reduction of Australia’s greenhouse gas emissions, adaptation to the impacts of climate change, and negotiation of an effective global solution, through the development and implementation of a national response to climate change; and bilateral, regional and multilateral engagement internationally",unclear,0.0,Outcome 4 - Climate Change Response,,False,The name does not clearly indicate if it is a dedicated R&D agency or a broader ministry initiative.,llm
Australia,"efficiency, quality, performance and productivity",unclear,0.0,"Efficiency, Quality, Performance and Productivity",,False,Cannot determine the focus of the agency from the name alone.,llm
Australia,Division 512.—COMMONWEALTH OMBUDSMAN,unclear,0.0,Commonwealth Ombudsman,,False,The name does not indicate a focus on R&D.,llm
Australia,"Division 504.—CONVEYANCE OF GOVERNOR-GENERAL, MINISTERS OF STATE AND OTHERS BY R.A.A.F. AND DEPARTMENT OF TRANSPORT AIRCRAFT",mixed_ministry,5.0,Department of Transport,,False,Broad government department where R&D is a small component.,llm
Australia,Division 183.— SUPREME COURT OF THE AUSTRALIAN CAPITAL TERRITORY,unclear,0.0,Supreme Court of the Australian Capital Territory,,False,Cannot determine if this agency conducts or funds R&D based on the name.,llm
Australia,2.—Administrative Expenses:— $ $ $,unclear,0.0,Administrative Expenses,,False,Agency name does not provide sufficient information to classify.,llm
Australia,Australia and the collection of border revenue,unclear,0.0,Australia and the Collection of Border Revenue,,False,Agency name does not provide clear indication of R&D focus.,llm
Australia,"DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS",mixed_ministry,5.0,"Department of Families, Housing, Community Services and Indigenous Affairs",,False,Broad government department where R&D is a small component.,llm
Australia,Division 326.—COMMONWEALTH INSTITUTE OF HEALTH,unclear,0.0,Commonwealth Institute of Health,,False,Cannot determine the specific focus or budget allocation from the name alone.,llm
Australia,DEPARTMENT OF EDUCATION AND TRAINING DEPARTMENT OF EDUCATION AND TRAINING,mixed_ministry,10.0,Department of Education and Training,,False,Broad government department where R&D is a small component.,llm
Australia,Division 180.—INSTITUTE OF FAMILY STUDIES,unclear,0.0,Institute of Family Studies,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Australia,DEPARTMENT OF INDUSTRY AND SCIENCE DEPARTMENT OF INDUSTRY AND SCIENCE DEPARTMENT OF INDUSTRY AND SCIENCE,mixed_ministry,10.0,Department of Industry and Science,,False,Broad government department where R&D is a small component.,llm
Australia,Division 581.—GRANTS COMMISSION,unclear,0.0,Grants Commission,,False,Cannot determine the focus of the agency from the name alone.,llm
Australia,Division 664.—INTER-STATE COMMISSION,unclear,0.0,Inter-State Commission,,False,Cannot determine from the name alone.,llm
Australia,DEPARTMENT OF EDUCATION AND TRAINING DEPARTMENT OF EDUCATION AND TRAINING DEPARTMENT OF EDUCATION AND TRAINING,mixed_ministry,10.0,Department of Education and Training,,False,Broad government department where R&D is a small component.,llm
Australia,DEPARTMENT OF EMPLOYMENT DEPARTMENT OF EMPLOYMENT DEPARTMENT OF EMPLOYMENT,mixed_ministry,5.0,Department of Employment,,False,Broad government department where R&D is a small component.,llm
Australia,2.—Administrative expenses—,unclear,0.0,Administrative expenses,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,"Outcome 6 - 
Advance the sustainability of Australia’s population, communities and environment through coordination and development of sustainable population and communities policies and supporting affordable housing",unclear,0.0,Outcome 6,,False,The name does not provide enough information to classify the agency type.,llm
Australia,Division 366.— AFFIRMATIVE ACTION AGENCY,unclear,0.0,Affirmative Action Agency,,False,Cannot determine from the name alone.,llm
Australia,DEPARTMENT OF THE PRIME MINISTER AND CABINET DEPARTMENT OF THE PRIME MINISTER AND CABINET DEPARTMENT OF THE PRIME MINISTER AND CABINET,mixed_ministry,5.0,Department of the Prime Minister and Cabinet,,False,Broad government department where R&D is a small component.,llm
Australia,Division 233.— AUSTRALIAN NATIONAL TRAINING AUTHORITY,unclear,0.0,Australian National Training Authority,,False,Cannot determine from the name alone.,llm
Australia,and training,unclear,0.0,and training,,False,Cannot determine the specific focus of the agency from the name alone.,llm
Australia,1.—For expenditure under the Museum of Australia Act 1980—,unclear,0.0,Museum of Australia,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 382.—INDUSTRY COUNCILS' SECRETARIAT,unclear,0.0,Division 382 - Industry Councils' Secretariat,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 366.—AFFIRMATIVE ACTION AGENCY,unclear,0.0,Affirmative Action Agency,,False,Cannot determine from the name alone.,llm
Australia,"Outcome 1 - 
Reduction of Australia’s greenhouse gas emissions, adaptation to the impacts of climate change, and negotiation of an effective global solution, through the development and implementation of a national response to climate change; and bilateral, regional and multilateral engagement internationally",unclear,0.0,Outcome 1 - Climate Change Response,,False,The name does not specify if it is a dedicated R&D agency or a broader ministry initiative.,llm
Australia,"Division 625.—MINISTERS, LEADERS OF THE OPPOSITION AND PARLIAMENTARY PARTIES AND DEPUTY LEADERS OF THE OPPOSITION, PARLIAMENTARY DELEGATIONS, AND OTHERS—VISITS ABROAD—continued",unclear,0.0,Division 625,,False,The name does not provide clear information about R&D focus.,llm
Australia,Division 657 — SHIPPING INDUSTRY REFORM AUTHORITY,unclear,0.0,Shipping Industry Reform Authority,,False,Cannot determine from the name alone.,llm
Australia,Division 406.—INDUSTRY COUNCILS' SECRETARIAT,unclear,0.0,Division 406 - Industry Councils' Secretariat,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 190.—OFFICE OF PARLIAMENTARY COUNSEL,unclear,0.0,Office of Parliamentary Counsel,,False,Cannot determine from the name alone.,llm
Australia,Division 179.—NATIONAL COMPANIES AND SECURITIES COMMISSION,unclear,0.0,National Companies and Securities Commission,,False,Cannot determine from the name alone.,llm
Australia,"Division 504.—CONVEYANCE OF GOVERNOR— GENERAL, MINISTERS OF STATE AND OTHERS BY R.A.A.F. AND DEPARTMENT OF TRANSPORT AIRCRAFT",unclear,0.0,"Division 504 - Conveyance of Governor-General, Ministers of State and Others by R.A.A.F. and Department of Transport Aircraft",,False,The name does not indicate a focus on R&D.,llm
Australia,Division 386.—INDUSTRY COUNCILS' SECRETARIAT,unclear,0.0,Division 386 - Industry Councils' Secretariat,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,"Outcome 3 - 
A secure Australian Government presence overseas through the provision of security services and information and communications technology infrastructure, and the management of the Commonwealth’s overseas owned estate",unclear,0.0,Outcome 3,,False,The name does not provide enough information to determine if it is dedicated to R&D or a broader ministry function.,llm
Australia,"Outcome 4 –
Reduction of Australia’s greenhouse gas emissions, adaptation to the impacts of climate change, and negotiation of an effective global solution, through the development and implementation of a national response to climate change; and bilateral, regional and multilateral engagement internationally",unclear,0.0,Outcome 4 – Climate Change Response,,False,The name does not clearly indicate if it is a dedicated R&D agency or a broader ministry initiative.,llm
Australia,Division 326.—HOSPITALS AND HEALTH SERVICES COMMISSION,mixed_ministry,5.0,Hospitals and Health Services Commission,,False,"Part of a broader health ministry, likely has minimal R&D focus.",llm
Australia,"Division 547.—MINISTERS, LEADERS OF THE OPPOSITION AND PARLIAMENTARY PARTIES AND DEPUTY LEADERS OF THE OPPOSITION—TRAVELLING ALLOWANCE AND VISITS ABROAD—continued",unclear,0.0,"Division 547 - Ministers, Leaders of the Opposition and Parliamentary Parties and Deputy Leaders of the Opposition - Travelling Allowance and Visits Abroad",,False,The name does not indicate a focus on R&D.,llm
Australia,Division 513.—AUSTRALIAN SCIENCE AND TECHNOLOGY COUNCIL,unclear,0.0,Australian Science and Technology Council,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Australia,Division 578.—AUSTRALIAN BUREAU OF CRIMINAL INTELLIGENCE,unclear,0.0,Australian Bureau of Criminal Intelligence,,False,Cannot determine from the name alone.,llm
Australia,Division 370.— REMUNERATION TRIBUNAL,unclear,0.0,Remuneration Tribunal,,False,The name does not indicate a focus on R&D.,llm
Australia,"Outcome 1 - 
The improved strength, competitiveness and sustainability of the Resources, Energy and Tourism industries to enhance Australia’s prosperity through implementation of government policy and programs (including to perform the activities indicated in the Portfolio Budget Statements for 2012-2013 of the Department of Climate Change and Energy Efficiency as being activities in respect of Outcome 1 for that Department)",mixed_ministry,10.0,Department of Climate Change and Energy Efficiency,,False,Broad government department with R&D as a small component.,llm
Australia,Division 672.—PRICES SURVEILLANCE AUTHORITY,unclear,0.0,Prices Surveillance Authority,,False,Cannot determine from the name alone.,llm
Australia,"DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",mixed_ministry,10.0,"Department of Industry, Innovation and Science",,False,Broad government department where R&D is a small component.,llm
Australia,"Division 436.—CONVEYANCE OF GOVERNOR-GENERAL, MINISTERS OF STATE AND OTHERS BY R.A.A.F. AND DEPARTMENT OF TRANSPORT AIRCRAFT",unclear,0.0,"Division 436 - Conveyance of Governor-General, Ministers of State and Others by R.A.A.F. and Department of Transport Aircraft",,False,The name does not indicate a focus on R&D.,llm
Australia,Division 667.—INTER-STATE COMMISSION,unclear,0.0,Inter-State Commission,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,HOSPITALS AND HEALTH SERVICES COMMISSION,mixed_ministry,10.0,Hospitals and Health Services Commission,,False,Broad government department with R&D as a small component.,llm
Australia,Division 133.—AUSTRALIAN NATIONAL MARITIME MUSEUM,unclear,0.0,Australian National Maritime Museum,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,DEPARTMENT OF AGRICULTURE AND WATER RESOURCES DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,mixed_ministry,10.0,Department of Agriculture and Water Resources,,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 2 - 
Good governance in the Australian Territories through the maintenance and improvement of the overarching legislative framework for self-governing territories, and laws and services for non-self-governing territories",unclear,0.0,Outcome 2 - Good governance in the Australian Territories,,False,The name does not indicate a focus on R&D.,llm
Australia,"Outcome 1 - 
The improved strength, competitiveness and sustainability of the Resources, Energy and Tourism industries to enhance Australia’s prosperity through implementation of government policy and programs",unclear,0.0,"Outcome 1 - Resources, Energy and Tourism",,False,The name does not specify if it is a dedicated R&D agency or a broader ministry.,llm
Australia,Division 621.—AUSTRALIAN CAPITAL TERRITORY HOUSE OF ASSEMBLY,unclear,0.0,Australian Capital Territory House of Assembly,,False,Cannot determine from the name alone.,llm
Australia,"DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",mixed_ministry,5.0,"Department of Regional Australia, Local Government, Arts and Sport",,False,Broad government department with R&D as a small component.,llm
Australia,"DEPARTMENT OF RESOURCES, ENERGY AND TOURISM DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",mixed_ministry,10.0,"Department of Resources, Energy and Tourism",,False,Broad government department where R&D is a small component.,llm
Australia,2.—Administrative Expenses:—,unclear,0.0,Administrative Expenses,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,workplaces,unclear,0.0,Workplaces,,False,Cannot determine the nature of the agency from the name alone.,llm
Australia,"01. Visits abroad of Ministers, etc.—continued",unclear,0.0,Visits abroad of Ministers,,False,The name does not provide enough information to determine if it is related to R&D.,llm
Australia,Division 332.— NATIONAL FOOD AUTHORITY,unclear,0.0,National Food Authority,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,"Outcome 1 - 
A just and secure society through the maintenance and improvement of Australia’s law and justice framework and its national security and emergency management system",unclear,0.0,Outcome 1 - A just and secure society,,False,The name does not specify if it is an R&D agency or a broader ministry.,llm
Australia,"Outcome 2 - 
Safeguard Australia’s animal and plant health status to maintain overseas markets and protect the economy and environment from the impact of exotic pests and diseases, through risk assessment, inspection and certification, and the implementation of emergency response arrangements for Australian agricultural, food and fibre industries",mixed_ministry,10.0,"Department of Agriculture, Water and the Environment",,False,R&D is a small component of the agency's broader responsibilities.,llm
Australia,Division 271.—HOSPITALS AND HEALTH SERVICES COMMISSION,mixed_ministry,5.0,Hospitals and Health Services Commission,,False,Broad government department where R&D is a small component.,llm
Australia,DEPARTMENT OF COMMUNICATIONS AND THE ARTS DEPARTMENT OF COMMUNICATIONS AND THE ARTS,mixed_ministry,10.0,Department of Communications and the Arts,,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 2 - 
An efficient, sustainable, competitive, safe and secure transport system for all transport users through regulation, financial assistance and safety investigations",mixed_ministry,5.0,Department of Transport,,False,Broad government department where R&D is a small component.,llm
Australia,Division 176.—COMMONWEALTH LEGAL AID COMMISSION,unclear,0.0,Commonwealth Legal Aid Commission,,False,The name suggests a focus on legal aid rather than R&D.,llm
Australia,"DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",mixed_ministry,10.0,"Department of Agriculture, Fisheries and Forestry",,False,Broad government department where R&D is a small component.,llm
Australia,Division 408.—AUTOMOTIVE INDUSTRY AUTHORITY,unclear,0.0,Automotive Industry Authority,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 434.—ALBURY-WODONGA DEVELOPMENT CORPORATION,unclear,0.0,Albury-Wodonga Development Corporation,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 509.—TASK FORCE ON LONGER TERM ECONOMIC GROWTH,unclear,0.0,Division 509 - Task Force on Longer Term Economic Growth,,False,The name does not provide enough information to classify the agency's focus on R&D.,llm
Australia,DEPARTMENT OF AGRICULTURE DEPARTMENT OF AGRICULTURE DEPARTMENT OF AGRICULTURE,mixed_ministry,10.0,Department of Agriculture,,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 1 - 
Develop a vibrant, sustainable and internationally competitive broadband, broadcasting and communications sector, through policy development, advice and program delivery, which promotes the digital economy for all Australians",unclear,0.0,"Outcome 1 - Broadband, Broadcasting and Communications Sector",,False,The name suggests a focus on policy and program delivery rather than dedicated R&D.,llm
Australia,Division 576.—REMUNERATION TRIBUNAL,unclear,0.0,Remuneration Tribunal,,False,The name does not indicate a focus on R&D.,llm
Australia,"DEPARTMENT OF BROADBAND, COMMUNICATIONS AND THE DIGITAL ECONOMY DEPARTMENT OF BROADBAND, COMMUNICATIONS AND THE DIGITAL ECONOMY",mixed_ministry,10.0,"Department of Broadband, Communications and the Digital Economy",,False,Broad government department where R&D is a small component.,llm
Australia,Division 159.—NORFOLK ISLAND,unclear,0.0,Division 159 - Norfolk Island,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Australia,DEPARTMENT OF COMMUNICATIONS AND THE ARTS DEPARTMENT OF COMMUNICATIONS AND THE ARTS DEPARTMENT OF COMMUNICATIONS AND THE ARTS,mixed_ministry,5.0,Department of Communications and the Arts,,False,Broad government department where R&D is a small component.,llm
Australia,"Outcome 2 - 
Good governance in the Australian Territories through the maintenance and improvement of the overarching legislative framework for self-governing territories, and laws and services for non-self-governing territories

Outcome 3 - 
Participation in, and access to, Australia's arts and culture through developing and supporting cultural expression

Outcome 4 - 
Improved opportunities for community participation in sport and recreation, and excellence in high-performance athletes, including through investment in sport infrastructure and events, research and international cooperation",unclear,0.0,Unclear Agency,,False,The agency name does not clearly indicate a focus on R&D.,llm
Australia,Division 347.—NORFOLK ISLAND,unclear,0.0,Division 347 - Norfolk Island,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Australia,Division 382.—AUTOMOTIVE INDUSTRY AUTHORITY,unclear,0.0,Automotive Industry Authority,,False,Cannot determine the R&D focus from the name alone.,llm
Australia,Division 300.—ALBURY-WODONGA DEVELOPMENT CORPORATION,unclear,0.0,Albury-Wodonga Development Corporation,,False,Cannot determine the focus of the agency from the name alone.,llm
Australia,Division 509.—AUSTRALIAN SCIENCE AND TECHNOLOGY COUNCIL,unclear,0.0,Australian Science and Technology Council,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Australia,DEPARTMENT OF THE TREASURY DEPARTMENT OF THE TREASURY DEPARTMENT OF THE TREASURY,mixed_ministry,5.0,Department of the Treasury,,False,Broad government department where R&D is a small component.,llm
Australia,Division 180.—OFFICE OF THE COMMISSIONER FOR COMMUNITY RELATIONS,unclear,0.0,Office of the Commissioner for Community Relations,,False,Cannot determine from the name alone.,llm
Australia,"Outcome 1 - 
Provide high-quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Parliamentary Secretaries including through the coordination of government activities, policy development and program delivery",unclear,0.0,Outcome 1,,False,The name does not specify if it is an R&D agency or a broader ministry.,llm
