country,year,report_fixable,report_category,report_tried,report_conclusion,report_source_files,current_gap_report_has_gap,current_gap_report_actions,current_gap_report_canonicals,current_gap_report_row_count,review_table_issue_labels,review_table_actions,review_table_diagnosis,review_table_row_count,suggested_status,review_basis
France,1999,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_1999.pdf | JORF_1999.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2000,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2000.pdf | JORF_2000.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2001,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2001.pdf | JORF_2001.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2002,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2002.pdf | JORF_2002.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2003,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2003.pdf | JORF_2003.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2004,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2004.pdf | JORF_2004.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2006,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2006.pdf | JORF_2006.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
France,2018,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2018.pdf | JORF_2018.pdf,Yes,reextract,ANR (Agence Nationale de la Recherche) | Agricultural research and higher education | Applied Research and Innovation in Agriculture | BRGM (Bureau de Recherches Géologiques et Minières) | CEA (Commissariat à l'Énergie Atomique) | CNES (Centre National d'Études Spatiales) | CNRS (Centre National de la Recherche Scientifique) | Cultural Research and Scientific Culture,18,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
France,2019,Potentially,Scattered extraction gaps across long time series,"France has 21 gaps at years 1971, 1975, 1976, 1980, 1989, 1991-1993, 1995-2004, 2006, 2018-2019. French Finance Bills (PLF/LFI) are well-structured with MIRES mission chapters. Source docs exist for most gap years (France has 56 files in corpus). Some gaps reflect parsing failures or years where agency data wasn't cleanly separated.",POTENTIALLY FIXABLE — French budget structure is well-organized. Source docs available. Re-extraction for specific gap years (especially recent ones 2018-2019) should recover missing data.,JORF_2019.pdf | JORF_2019.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Germany,2008,Potentially (re-extraction),Blocked by manual audit — LLM chapter-total misassignment,"_GERMANY_MANUAL_DROP_ROWS in canonical_series.py drops DFG, HGF, Fraunhofer, MPG, WGL, DLR for 2003-2009 because the LLM misassigned the BMBF chapter total (~1.93B EUR constant) to every individual agency. All agencies show identical value of 1,930,303 thousand EUR confirming a single chapter-total being repeated.",POTENTIALLY FIXABLE via re-extraction — The LLM fundamentally misread the document structure. Would require targeted re-extraction with prompts identifying individual Titel/Kapitel lines within Einzelplan 30 (BMBF chapter). The drop is correct but the underlying data could be recovered.,2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899 (1).pdf | 2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899 (1).pdf | 2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899.pdf | 2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899.pdf | 2008 bgbl_Bundesgesetzblatt Teil I_2007_Nr. 70 vom 31.12.2007_bgbl107s3227.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung) | BMBF (Bundesministerium für Bildung und Forschung),197,,,,0,Potentially (re-extraction),Still present in the current gap report; no stronger audited override found.
Germany,2009,Potentially (re-extraction),Blocked by manual audit — LLM chapter-total misassignment,"_GERMANY_MANUAL_DROP_ROWS in canonical_series.py drops DFG, HGF, Fraunhofer, MPG, WGL, DLR for 2003-2009 because the LLM misassigned the BMBF chapter total (~1.93B EUR constant) to every individual agency. All agencies show identical value of 1,930,303 thousand EUR confirming a single chapter-total being repeated.",POTENTIALLY FIXABLE via re-extraction — The LLM fundamentally misread the document structure. Would require targeted re-extraction with prompts identifying individual Titel/Kapitel lines within Einzelplan 30 (BMBF chapter). The drop is correct but the underlying data could be recovered.,2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899 (1).pdf | 2009 1610424.pdf | 2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899.pdf | 2009 bgbl_Bundesgesetzblatt Teil I_2008_Nr. 64 vom 29.12.2008_bgbl108s2899 (1).pdf | 2009 1610424.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung) | BMBF (Bundesministerium für Bildung und Forschung),197,,,,0,Potentially (re-extraction),Still present in the current gap report; no stronger audited override found.
Germany,2010,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2010 1700624.pdf | 2010 bgbl_Bundesgesetzblatt Teil I_2010_Nr. 14 vom 09.04.2010_bgbl110s0346 (1).pdf | 2010 bgbl_Bundesgesetzblatt Teil I_2010_Nr. 14 vom 09.04.2010_bgbl110s0346 (1).pdf | 2010 bgbl_Bundesgesetzblatt Teil I_2010_Nr. 14 vom 09.04.2010_bgbl110s0346 (1).pdf | 2010 bgbl_Bundesgesetzblatt Teil I_2010_Nr. 14 vom 09.04.2010_bgbl110s0346.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2011,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2011 1703524.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111s2938.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111s2938.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111070.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111070.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2012,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2012 1707124.pdf | 2013 bgbl_Bundesgesetzblatt Teil I_2012_Nr. 61 vom 27.12.2012_bgbl112s2757.pdf | 2013 bgbl_Bundesgesetzblatt Teil I_2012_Nr. 61 vom 27.12.2012_bgbl112s2757.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111s2938.pdf | 2012 bgbl_Bundesgesetzblatt Teil I_2011_Nr. 70 vom 28.12.2011_bgbl111070.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2013,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2013 bgbl_Bundesgesetzblatt Teil I_2012_Nr. 61 vom 27.12.2012_bgbl112s2757.pdf | 2013 1710824.pdf | 2013 bgbl_Bundesgesetzblatt Teil I_2012_Nr. 61 vom 27.12.2012_bgbl112s2757.pdf | 2013 1710824.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2014,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114064.pdf | 2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114064.pdf | 2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114s2442.pdf | 2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114s2442.pdf | 2014 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 30 vom 18.07.2014_bgbl114s0914.pdf,Yes,reclassify | reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2015,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2015 bgbl114064.pdf | 2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114064.pdf | 2016 bgbl_Bundesgesetzblatt Teil I_2015_Nr. 54 vom 28.12.2015_bgbl115054.pdf | 2016 bgbl_Bundesgesetzblatt Teil I_2015_Nr. 54 vom 28.12.2015_bgbl115054.pdf | 2015 bgbl_Bundesgesetzblatt Teil I_2014_Nr. 64 vom 31.12.2014_bgbl114s2442.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2016,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063.pdf | bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063.pdf | 2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063 (1).pdf | 2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063 (1).pdf | 2016 bgbl_Bundesgesetzblatt Teil I_2015_Nr. 54 vom 28.12.2015_bgbl115054.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2017,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063 (1).pdf | 2017 1809825.pdf | 2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063.pdf | 2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116s3016.pdf | 2017 bgbl_Bundesgesetzblatt Teil I_2016_Nr. 63 vom 23.12.2016_bgbl116063 (1).pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2018,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2018 1902425.pdf | 2018 bgbl_Bundesgesetzblatt Teil I_2018_Nr. 26 vom 17.07.2018_bgbl118s1126.pdf | 2018 bgbl_Bundesgesetzblatt Teil I_2018_Nr. 26 vom 17.07.2018_bgbl118s1126.pdf | 2018 bgbl_Bundesgesetzblatt Teil I_2018_Nr. 26 vom 17.07.2018_bgbl118s1126.pdf | 2019 bgbl_Bundesgesetzblatt Teil I_2018_Nr. 47 vom 20.12.2018_bgbl118s2528.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2019,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2020 bgbl_Bundesgesetzblatt Teil I_2019_Nr. 52 vom 30.12.2019_bgbl119s2890.pdf | 2020 bgbl_Bundesgesetzblatt Teil I_2019_Nr. 52 vom 30.12.2019_bgbl119s2890.pdf | 2019 bgbl_Bundesgesetzblatt Teil I_2018_Nr. 47 vom 20.12.2018_bgbl118s2528.pdf | 2019 1904625.pdf | 2020 bgbl_Bundesgesetzblatt Teil I_2019_Nr. 52 vom 30.12.2019_bgbl119s2890.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2020,No (missing Einzelplan 30 docs),Source docs exist but format is insufficient,"Bundesgesetzblatt PDFs exist for 2010-2020 (e.g. '2010 1700624.pdf', bgbl files) but these contain only the enacted budget law — article-level totals only. The R&D agency-level breakdown requires Einzelplan 30 (BMBF Haushaltsplan) which is a separate document NOT in our corpus. VA-Band3 supplementary detail only available for 2021.","NOT FIXABLE without Einzelplan 30 PDFs — Bundesgesetzblatt files in corpus only contain enacted totals, not the agency-level chapter breakdowns needed. Would need to add BMBF Haushaltsplan PDFs for 2010-2020 to the corpus.",2020 1913925.pdf | 2021 bgbl_Bundesgesetzblatt Teil I_2020_Nr. 66 vom 29.12.2020_bgbl120s3208.pdf | 2021 bgbl_Bundesgesetzblatt Teil I_2020_Nr. 66 vom 29.12.2020_bgbl120s3208.pdf | 2021 bgbl1_2020_66.pdf | 2020 bgbl_Bundesgesetzblatt Teil I_2019_Nr. 52 vom 30.12.2019_bgbl119s2890.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),200,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2022,No (missing Einzelplan 30 docs),Recent gaps — Bundesgesetzblatt docs present but format issue,Germany has gaps in 2022-2024. Same structural problem as 2010-2020: Bundesgesetzblatt contains only enacted totals. BMBF Haushaltsplan Einzelplan 30 PDFs needed.,NOT FIXABLE without Einzelplan 30 PDFs for 2022-2024.,2023 bgbl1_2022_54.pdf | 2023 bgbl1_2022_20.pdf | 2022 bgbl1_2022_20.pdf | 2022 bgbl1_2022_20.pdf | 2022 2001627.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Allocations for Research and Development | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen,199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2023,No (missing Einzelplan 30 docs),Recent gaps — Bundesgesetzblatt docs present but format issue,Germany has gaps in 2022-2024. Same structural problem as 2010-2020: Bundesgesetzblatt contains only enacted totals. BMBF Haushaltsplan Einzelplan 30 PDFs needed.,NOT FIXABLE without Einzelplan 30 PDFs for 2022-2024.,2023 bgbl1_2022_54.pdf | 2023 bgbl1_2022_20.pdf | 2023 bgbl122s2485.pdf | 2023 2003527.pdf | 2023 bgbl1_2022_54.pdf,Yes,reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Allocations for Research and Development | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen,199,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Germany,2024,No (missing Einzelplan 30 docs),Recent gaps — Bundesgesetzblatt docs present but format issue,Germany has gaps in 2022-2024. Same structural problem as 2010-2020: Bundesgesetzblatt contains only enacted totals. BMBF Haushaltsplan Einzelplan 30 PDFs needed.,NOT FIXABLE without Einzelplan 30 PDFs for 2022-2024.,2024 regelungstext.pdf | 2024 2008662.pdf | 2024 regelungstext.pdf | 2024 2008662.pdf,Yes,reclassify | reextract,ATHENA | Agency for the Promotion of Leap Innovations | Alexander von Humboldt Foundation | Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research | Allocations and Grants for Research | Alternative Methods to Animal Testing | Application-oriented basic research on green hydrogen | BAM (Bundesanstalt für Materialforschung),198,,,,0,No (missing Einzelplan 30 docs),Still present in the current gap report; no stronger audited override found.
Hungary,2000,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2000 (1999). évi CXXV. törvény.pdf | 2001-2002 2000. évi CXXXIII. törvény.pdf | 2000 (1999). évi CXXV. törvény.pdf | 2001-2002 2000. évi CXXXIII. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Hungary,2002,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2001-2002 2000. évi CXXXIII. törvény.pdf | 2003 (2002). évi LXII. törvény.pdf | 2001-2002 2000. évi CXXXIII. törvény.pdf | 2003 (2002). évi LXII. törvény.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
