country,year,canonical_name,category,amount_local,unit,currency,item_type,line_description_en,source_file,series_notes
Colombia,2004,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,21057246156.0,unit,COP,section_total,SECCION: 3202 INSTITUTO DE HIDROLOGIA. METEOROLOGIA Y ESTUDIOS AMBIENTALES-IDEAM A. PRESUPUESTO DE FUNCIONAMIENTO,pdf_70cd4b33da92__2004_Ley_848_de_2003.txt,
Colombia,2005,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,22517146961.0,unit,COP,section_total,"SECCION: 3202 INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM A. PRESUPUESTO DE FUNCIONAMIENTO.",pdf_99bcb6e78208__2005_Ley_921_de_2004.txt,
Colombia,2012,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,3400000000.0,unit,COP,section_total,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM A-INGRESOS CORRIENTES",pdf_a443d53f4799__2012_Ley_1485_de_2011.txt,
Colombia,2013,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,41226290000.0,unit,COP,section_total,"ROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM",pdf_cc143adb1f77__2013_Ley_1593_de_2012.txt,
Colombia,2014,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,8900415000.0,unit,COP,section_total,IDEAM,pdf_67c36bc2d740__2014_Ley_1687_de_2013.txt,
Colombia,2016,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,6561994255.0,unit,COP,section_total,IDEAM,pdf_bedb3db21394__2016_Decreto_2550.txt,
Colombia,2017,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,9695980000.0,unit,COP,section_total,IDEAM,pdf_76d96b1db776__2017_LEY_1815_DE_2016.txt,
Colombia,2018,"IDEAM (Instituto de Hidrología, Meteorología y Estudios Ambientales)",science_agency,44340876000.0,unit,COP,section_total,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM A. PRESUPUESTO DE FUNCIONAMIENTO",pdf_13b9ce28bd17__2018_Ley_1873_de_2017.txt,
Colombia,2013,INM (Instituto Nacional de Metrología),science_agency,807277000.0,unit,COP,section_total,NAL DE METROLOGÍA - INM,pdf_cc143adb1f77__2013_Ley_1593_de_2012.txt,
Colombia,2014,INM (Instituto Nacional de Metrología),science_agency,1200000000.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_67c36bc2d740__2014_Ley_1687_de_2013.txt,
Colombia,2016,INM (Instituto Nacional de Metrología),science_agency,2398740886.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_bedb3db21394__2016_Decreto_2550.txt,
Colombia,2017,INM (Instituto Nacional de Metrología),science_agency,1603000000.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_76d96b1db776__2017_LEY_1815_DE_2016.txt,
Colombia,2018,INM (Instituto Nacional de Metrología),science_agency,12244605034.0,unit,COP,section_total,SECCION: 3505 INSTITUTO NACIONAL DE METROLOGÍA - INM A. PRESUPUESTO DE FUNCIONAMIENTO,pdf_13b9ce28bd17__2018_Ley_1873_de_2017.txt,
Colombia,2019,INM (Instituto Nacional de Metrología),science_agency,26498854982.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_35ed8a7d97b1__2019_Decreto_2467_Anexo.txt,
Colombia,2020,INM (Instituto Nacional de Metrología),science_agency,31025897915.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_d0ec99f3fab8__2020_Decreto_2411_Anexo.txt,
Colombia,2021,INM (Instituto Nacional de Metrología),science_agency,17523459000.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_a8096ec407ac__2021_Decreto_1805.txt,
Colombia,2022,INM (Instituto Nacional de Metrología),science_agency,36532440712.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_7bed68a91292__2022_Decreto_1793.txt,
Colombia,2023,INM (Instituto Nacional de Metrología),science_agency,38891426173.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_762d2b56700a__2023_Decreto_2590.txt,
Colombia,2024,INM (Instituto Nacional de Metrología),science_agency,41201998865.0,unit,COP,section_total,INSTITUTO NACIONAL DE METROLOGIA - INM,pdf_2f2a18b50fc2__2024_Decreto_2295.txt,
Colombia,2004,Instituto Nacional de Salud (Colombia),science_agency,8907500000.0,unit,COP,section_total,SECCION: 3606 INSTITUTO NACIONAL DE SALUD (INS) A. PRESUPUESTO DE FUNCIONAMIENTO,pdf_70cd4b33da92__2004_Ley_848_de_2003.txt,
Colombia,2005,Instituto Nacional de Salud (Colombia),science_agency,10534000000.0,unit,COP,section_total,SECCION: 3606 INSTITUTO NACIONAL DE SALUD (INS) A. PRESUPUESTO DE FUNCIONAMIENTO.,pdf_99bcb6e78208__2005_Ley_921_de_2004.txt,
Colombia,2012,Instituto Nacional de Salud (Colombia),science_agency,2288700000.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS) A-INGRESOS CORRIENTES,pdf_a443d53f4799__2012_Ley_1485_de_2011.txt,
Colombia,2014,Instituto Nacional de Salud (Colombia),science_agency,3990724000.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_67c36bc2d740__2014_Ley_1687_de_2013.txt,
Colombia,2016,Instituto Nacional de Salud (Colombia),science_agency,4290271000.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_bedb3db21394__2016_Decreto_2550.txt,
Colombia,2017,Instituto Nacional de Salud (Colombia),science_agency,4725627850.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_06b0f6e19814__2017_Decreto_2170.txt,
Colombia,2018,Instituto Nacional de Salud (Colombia),science_agency,33804038000.0,unit,COP,section_total,SECCION: 1903 INSTITUTO NACIONAL DE SALUD (INS) A. PRESUPUESTO DE FUNCIONAMIENTO,pdf_13b9ce28bd17__2018_Ley_1873_de_2017.txt,
Colombia,2019,Instituto Nacional de Salud (Colombia),science_agency,63433976618.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_35ed8a7d97b1__2019_Decreto_2467_Anexo.txt,
Colombia,2020,Instituto Nacional de Salud (Colombia),science_agency,63162530669.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_d0ec99f3fab8__2020_Decreto_2411_Anexo.txt,
Colombia,2021,Instituto Nacional de Salud (Colombia),science_agency,40626242000.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_a8096ec407ac__2021_Decreto_1805.txt,
Colombia,2023,Instituto Nacional de Salud (Colombia),science_agency,108135365626.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_762d2b56700a__2023_Decreto_2590.txt,
Colombia,2024,Instituto Nacional de Salud (Colombia),science_agency,119702741897.0,unit,COP,section_total,INSTITUTO NACIONAL DE SALUD (INS),pdf_2f2a18b50fc2__2024_Decreto_2295.txt,
Colombia,2019,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,356680983876.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_35ed8a7d97b1__2019_Decreto_2467_Anexo.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2020,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,392362614395.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_d0ec99f3fab8__2020_Decreto_2411_Anexo.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2021,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,410851071887.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_a8096ec407ac__2021_Decreto_1805.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2022,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,330519243272.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_7bed68a91292__2022_Decreto_1793.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2023,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,399960584962.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_762d2b56700a__2023_Decreto_2590.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2024,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,397675451073.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_2f2a18b50fc2__2024_Decreto_2295.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2025,"MinCiencias (Ministerio de Ciencia, Tecnología e Innovación)",science_agency,266987639124.0,unit,COP,section_total,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION",pdf_722896feb631__2025_Decreto_1523.txt,Replaced COLCIENCIAS from 2019. Created by Ley 1951 de 2019.
Colombia,2018,SENA — R&D and Innovation (Servicio Nacional de Aprendizaje),innovation_instruments,203000000000.0,unit,COP,section_total,"FOMENTO DE LA INVESTIGACIÓN, DESARROLLO TECNOLÓGICO E INNOVACIÓN DEL SECTOR TRABAJO",pdf_13b9ce28bd17__2018_Ley_1873_de_2017.txt,"SECCIÓN 3602. Include only R&D/innovation investment sub-programmes, not pure vocational training."
Costa Rica,2011,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,11805900000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_2cd269e29d69__2011_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file; ordinary annual quota on page 429
Costa Rica,2013,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,26000000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_2ca1f7962cd2__2013_Tomo2_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2017,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,27510000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_b7628d47c028__2017_Tomo1_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2020,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,30550000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_65d032f4c4ef__2020_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2021,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,30600000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ac902c30ecd9__2021_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2024,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,27090000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_70b402f40a19__2024_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2025,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),science_agency,30100000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ef12aca9f998__2025_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2010,CONICIT (Consejo Nacional para Investigaciones Científicas y Tecnológicas),science_agency,751503500000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_4c260828c63b__2010_Ley_de_presupuesto.txt,Main competitive research funding body in Costa Rica.; manual override from original Costa Rica budget file
Costa Rica,2021,CONICIT (Consejo Nacional para Investigaciones Científicas y Tecnológicas),science_agency,1839934582000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ac902c30ecd9__2021_Ley_de_presupuesto.txt,Main competitive research funding body in Costa Rica.; manual override from original Costa Rica budget file
Costa Rica,2024,INCIENSA (health and nutrition research),science_agency,7405300000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_70b402f40a19__2024_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2025,INCIENSA (health and nutrition research),science_agency,6440000000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ef12aca9f998__2025_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2011,INTA (Instituto Nacional de Innovación y Transferencia en Tecnología Agropecuaria),science_agency,12387747000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_2cd269e29d69__2011_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2013,INTA (Instituto Nacional de Innovación y Transferencia en Tecnología Agropecuaria),science_agency,4043611000000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_2ca1f7962cd2__2013_Tomo2_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file; program total for investigacion agropecuaria on tomo 2 page 161; replaces prior double-counted summary
Costa Rica,2021,INTA (Instituto Nacional de Innovación y Transferencia en Tecnología Agropecuaria),science_agency,4629768709000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ac902c30ecd9__2021_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2017,"MICITT (Ministerio de Ciencia, Innovación, Tecnología y Telecomunicaciones)",rd_ministry,6753000922000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_b6df2745474e__2017_Tomo3_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2021,"MICITT (Ministerio de Ciencia, Innovación, Tecnología y Telecomunicaciones)",rd_ministry,5205572746000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ac902c30ecd9__2021_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2024,"MICITT (Ministerio de Ciencia, Innovación, Tecnología y Telecomunicaciones)",rd_ministry,8789530987000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_70b402f40a19__2024_Ley_de_presupuesto.txt,gap: no matching rows in this year; manual override from original Costa Rica budget file
Costa Rica,2025,"MICITT (Ministerio de Ciencia, Innovación, Tecnología y Telecomunicaciones)",rd_ministry,7890373607000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ef12aca9f998__2025_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2024,Promotora Costarricense de Innovación e Investigación (PCII),science_agency,1571508437000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_70b402f40a19__2024_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Costa Rica,2025,Promotora Costarricense de Innovación e Investigación (PCII),science_agency,1571508437000.0,colon,CRC,verified_override,Verified against original Costa Rica budget file,pdf_ef12aca9f998__2025_Ley_de_presupuesto.txt,manual override from original Costa Rica budget file
Czech Republic,1994,Akademie věd České republiky (AV ČR),science_agency,1347014000.0,koruna,CZK,line_item,Grants for research,1994 sb83-93.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,1996,Akademie věd České republiky (AV ČR),science_agency,265000000.0,koruna,CZK,line_item,Academy of Sciences,1996 sb82-95.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,1997,Akademie věd České republiky (AV ČR),science_agency,300000000.0,koruna,CZK,manual_recovery,Funding for research and development,1997 Zak_1996-315_Prilohy-k-zakonu-c-3151996-Sb.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,1998,Akademie věd České republiky (AV ČR),science_agency,2147124000.0,koruna,CZK,manual_recovery,Total expenditures,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,1999,Akademie věd České republiky (AV ČR),science_agency,2410327000.0,koruna,CZK,manual_recovery,Total expenditures on research and development,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2000,Akademie věd České republiky (AV ČR),science_agency,2149521000.0,koruna,CZK,manual_recovery,Total expenditures on research and development,2000 Zak_2000-058_Prilohy-k-zakonu-c-582000-Sb.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2001,Akademie věd České republiky (AV ČR),science_agency,3047532000.0,koruna,CZK,section_total,Total expenditures,2001 czech_budget_annexes_CONTENT_2001.docx,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2002,Akademie věd České republiky (AV ČR),science_agency,3140527000.0,koruna,CZK,section_total,Total expenditures,2002 czech_budget_annexes_CONTENT_2002.docx,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2003,Akademie věd České republiky (AV ČR),science_agency,3651134000.0,koruna,CZK,manual_recovery,Akademie věd České republiky,2003 czech_budget_annexes_CONTENT_2003.docx,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2004,Akademie věd České republiky (AV ČR),science_agency,4033338000.0,koruna,CZK,manual_recovery,Akademie věd České republiky,2004 czech_budget_annexes_CONTENT_2004.docx,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2005,Akademie věd České republiky (AV ČR),science_agency,4439780000.0,koruna,CZK,line_item,Akademie věd České republiky,2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2006,Akademie věd České republiky (AV ČR),science_agency,4709059000.0,koruna,CZK,line_item,Akademie věd České republiky,2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2007,Akademie věd České republiky (AV ČR),science_agency,5617230000.0,koruna,CZK,section_total,Total expenditures,2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2008,Akademie věd České republiky (AV ČR),science_agency,5529486000.0,koruna,CZK,section_total,Total expenditures,2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2009,Akademie věd České republiky (AV ČR),science_agency,5887180000.0,koruna,CZK,line_item,Expenditures on research and development including programs co-financed from foreign program resources,2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
Czech Republic,2012,Akademie věd České republiky (AV ČR),science_agency,4668406000.0,koruna,CZK,manual_recovery,Total expenditures,2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2013,Akademie věd České republiky (AV ČR),science_agency,4449192000.0,koruna,CZK,manual_recovery,Total expenditures,2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2014,Akademie věd České republiky (AV ČR),science_agency,4452257359.0,koruna,CZK,manual_recovery,Total expenditures,2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2015,Akademie věd České republiky (AV ČR),science_agency,4522355819.0,koruna,CZK,manual_recovery,Total expenditures,2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2016,Akademie věd České republiky (AV ČR),science_agency,4829411000.0,koruna,CZK,manual_recovery,Total expenditures,2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2017,Akademie věd České republiky (AV ČR),science_agency,5133171000.0,koruna,CZK,manual_recovery,Total expenditures,2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2018,Akademie věd České republiky (AV ČR),science_agency,5684692000.0,koruna,CZK,manual_recovery,Total expenditures,2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2019,Akademie věd České republiky (AV ČR),science_agency,6022421793.0,koruna,CZK,manual_recovery,Total expenditures,2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2020,Akademie věd České republiky (AV ČR),science_agency,6563390450.0,koruna,CZK,manual_recovery,Total expenditures,2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2021,Akademie věd České republiky (AV ČR),science_agency,6789651580.0,koruna,CZK,manual_recovery,Total expenditures,2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2022,Akademie věd České republiky (AV ČR),science_agency,7081401581.0,koruna,CZK,manual_recovery,Total expenditures,2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2023,Akademie věd České republiky (AV ČR),science_agency,7177502810.0,koruna,CZK,manual_recovery,Total expenditures,2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2024,Akademie věd České republiky (AV ČR),science_agency,7642481529.0,koruna,CZK,manual_recovery,Total expenditures,2024 2023-12-29_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2024.pdf,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,1994,Grantová agentura České republiky (GA ČR),science_agency,466361000.0,koruna,CZK,line_item,Grants for research,1994 sb83-93.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,1996,Grantová agentura České republiky (GA ČR),science_agency,225000000.0,koruna,CZK,program_total,Grant Agency,1996 sb82-95.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,1997,Grantová agentura České republiky (GA ČR),science_agency,500000000.0,koruna,CZK,manual_recovery,Support for research and development,1997 Zak_1996-315_Prilohy-k-zakonu-c-3151996-Sb.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,1999,Grantová agentura České republiky (GA ČR),science_agency,965414000.0,koruna,CZK,manual_recovery,Total expenditures,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
Czech Republic,2001,Grantová agentura České republiky (GA ČR),science_agency,1072735000.0,koruna,CZK,section_total,Total expenditures,2001 czech_budget_annexes_CONTENT_2001.docx,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,2002,Grantová agentura České republiky (GA ČR),science_agency,1074478000.0,koruna,CZK,line_item,Expenditures on grants,2002 czech_budget_annexes_CONTENT_2002.docx,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,2005,Grantová agentura České republiky (GA ČR),science_agency,1325610000.0,koruna,CZK,line_item,Grantová agentura České republiky,2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,2006,Grantová agentura České republiky (GA ČR),science_agency,1399410000.0,koruna,CZK,line_item,Grantová agentura České republiky,2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,2007,Grantová agentura České republiky (GA ČR),science_agency,1531116000.0,koruna,CZK,section_total,Total expenditures,2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
Czech Republic,2008,Grantová agentura České republiky (GA ČR),science_agency,1534710000.0,koruna,CZK,section_total,Total expenditures,2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
