reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end
JPN_2002_011,JPN,Japan,2002,2002.0,2001.0,inferred,medium,,,,,explicit,high,innovation,rd_funding,,,public,unknown,growth_supporting,"Increased public R&D funding enhances research capacity and human capital development, supporting long-term productivity and innovation.",high,FY2002 Budget Reallocation,"Science, education and R&D grants increase",True,implemented,The FY2002 budget explicitly allocated increased spending on 'grants for universities and R&D' as part of priority reallocation.,high,False,2,"Represents a significant reallocation decision within the FY2002 budget framework, prioritizing R&D and university funding amid fiscal consolidation. However, the absolute magnitude (0.9 trillion yen) and scope are narrower than system-wide structural reforms.",medium,"Japan increased grants for universities and R&D as part of budget reallocation in FY2002, shifting funds from unproductive to higher priority items including science, education, and ICT promotion.","Science, education and promotion of ICT grants for universities and R&D 0.9",56.0,56.0
JPN_2002_016,JPN,Japan,2002,2002.0,,,,,,,,inferred,medium,innovation,rd_funding,human_capital,,public,basic,growth_supporting,"Concentrating research funding in centres of excellence enhances research productivity and human capital formation, supporting long-term innovation capacity and economic growth.",high,Labour Force Skills and Research Quality Enhancement,Centres of Excellence (COE) Programme,True,announced,10 to 20 universities are to be selected as centres of excellence (COE) in 10 research areas.,high,False,2,"A significant institutional reform targeting research quality and university competition, with meaningful implications for research funding allocation and human capital development in Japan's higher education system.",medium,"Japan established centres of excellence (COE) in 10 research areas, with 10 to 20 universities selected to participate. This reform aims to enhance competition among national universities and improve research quality through targeted institutional support.",10 to 20 universities are to be selected as centres of excellence (COE) in 10 research areas. Competition among national universities is to be enhanced by their corporatisation.,,
JPN_2002_017,JPN,Japan,2002,2002.0,,,,,,,,inferred,low,innovation,rd_funding,,other,public,basic,growth_supporting,Corporatisation introduces competitive incentives and operational flexibility that can improve research productivity and institutional efficiency in the public research sector.,medium,Labour Force Skills and Research Quality Enhancement,National University Corporatisation,True,announced,Competition among national universities is to be enhanced by their corporatisation.,medium,True,3,"Corporatisation of national universities represents a structural, system-wide governance reform affecting the entire public research sector, with long-term implications for research incentives, institutional autonomy, and competitive dynamics in higher education.",high,Japan introduced corporatisation of national universities to enhance competition among them. This governance reform aims to improve institutional efficiency and research productivity by introducing market-like competitive pressures.,Competition among national universities is to be enhanced by their corporatisation.,144.0,144.0
JPN_2002_030,JPN,Japan,2002,2002.0,2002.0,explicit,high,,,,,explicit,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the effective cost of private-sector innovation investment, incentivising firms to increase R&D spending and enhancing long-term productivity and competitiveness.",high,Anti-deflation Package June 2002,R&D tax credits,True,announced,"The government adopted a second anti-deflation package, proposing a reduction in inheritance tax and tax credits for business investment and R&D.",high,False,2,"Introduction or expansion of R&D tax credits is a significant innovation instrument reform that affects private-sector incentives for research investment. However, it is presented as part of a broader anti-deflation package rather than as a standalone innovation strategy overhaul.",medium,"The government adopted an anti-deflation package in June 2002 that included tax credits for business investment and R&D, designed to incentivise private-sector research and development spending.","The government adopted a second anti-deflation package, proposing a reduction in inheritance tax and tax credits for business investment and R&D.",205.0,205.0
JPN_2005_002,JPN,Japan,2005,2002.0,2002.0,inferred,medium,,,,,explicit,high,innovation,other,,,public,unknown,unclear_or_neutral,"While the special zones framework enables regulatory experimentation that could support innovation, the text does not specify innovation-focused outcomes or R&D-related regulatory changes. The growth effect depends on the nature of experiments conducted, which is not detailed.",low,Structural Reform Special Zones,,False,implemented,"Text states 'Japan established special zones for structural reform', indicating the reform was in force by 2002.",high,True,3,"A structural, system-wide reform establishing a new governance mechanism for regulatory experimentation across Japan, with potential for nation-wide rollout of successful innovations.",high,"Japan established special zones for structural reform in 2002 allowing regulatory experimentation at the local level. Proposals were solicited from local governments, citizens, and enterprises through five rounds of consultation, with accepted proposals implemented either in designated special zones or nation-wide, and an Evaluation Committee assessing outcomes for potential national rollout.","The creation of special zones is based on a mix of local initiative, informal consultations, and central government approval... Thus far, there have been five rounds, each lasting around a month, resulting in more than 2300 reform proposals from nearly 1500 entities.",154.0,154.0
JPN_2006_022,JPN,Japan,2006,2002.0,,,,,,,,explicit,high,innovation,human_capital,,,public,basic,growth_supporting,"Allowing universities greater flexibility to restructure and reallocate resources improves the relevance of education to labour market needs and encourages competition among institutions, enhancing human capital quality.",medium,University Governance and Competitiveness Reform,University restructuring flexibility,True,implemented,"However, flexibility has been enhanced since 2002 by allowing simple notification for re-organisation in certain cases.",high,False,2,A significant governance reform that addresses a structural constraint on university responsiveness. Affects the entire tertiary education system but is primarily a regulatory change rather than a direct innovation instrument.,medium,"Japan enhanced university flexibility since 2002 by allowing simple notification for reorganization in certain cases, enabling universities to restructure and reallocate resources more rapidly to match changing student demand and regional needs.","However, flexibility has been enhanced since 2002 by allowing simple notification for re-organisation in certain cases.",155.0,155.0
JPN_2003_001,JPN,Japan,2003,2003.0,2002.0,explicit,high,2002.0,explicit,high,,explicit,high,innovation,knowledge_transfer,startup_ecosystem,,public_private,applied,growth_supporting,"Facilitates university-industry collaboration and knowledge transfer, reducing barriers to commercialisation and innovation adoption through regional experimentation.",high,Structural Reform Special Zones Initiative,Business-academic links zones,False,implemented,Text states zones began April 2003 and are described in present tense as operational.,high,True,3,System-wide structural reform creating new institutional framework for business-academic collaboration across multiple regions with potential for nation-wide scaling.,high,"Japan established special zones for structural reform beginning April 2003, allowing local authorities to propose and test regulatory reforms in limited geographical areas. These zones permit business-academic links, enabling private companies to use facilities of national universities and conduct collaborative research activities, with successful reforms potentially spreading nation-wide.","The creation of special zones was allowed beginning in April 2003, following the passage of legislation at the end of 2002... One of the most popular categories has been the promotion of links between business and academia. A special zone in Sendai... A total of 117 special zones were approved in April and May, with an additional 47 in August.",167.0,167.0
JPN_2003_002,JPN,Japan,2003,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the cost of capital for innovation investment, directly incentivising private sector R&D and technology development.",high,FY2003 Fundamental Tax Reform,R&D and ICT Investment Tax Credits,False,implemented,Described as part of FY2003 fundamental tax reform implemented in that fiscal year.,high,False,2,"Significant policy instrument reform affecting private sector innovation incentives, but narrower in scope than structural system-wide changes.",high,"Japan introduced tax credits for investment in R&D and information and communication facilities as part of the FY2003 fundamental tax reform, designed to promote growth by increasing incentives for private sector investment.",An introduction of tax credits for investment in R&D and information and communication facilities.,84.0,84.0
JPN_2003_003,JPN,Japan,2003,2003.0,,,,,,,,explicit,high,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"Strengthens IP protection and accelerates commercialisation pathways, enabling universities to capture value from research and incentivising knowledge transfer to market.",high,Intellectual Property Promotion Programme,,False,implemented,Described as adopted programme in 2003.,high,False,2,"Comprehensive programme addressing multiple aspects of IP commercialisation, but focused on a specific knowledge transfer mechanism rather than system-wide structural change.",high,"Japan adopted a comprehensive programme to promote intellectual property creation through giving more incentives to universities, strengthening IP rights protection, and accelerating patent licence approval processes.","The Strategic Council on Intellectual Property has adopted a comprehensive programme to promote the creation of intellectual property (IP) through giving more incentives to universities, strengthening the protection of IP rights and accelerating the process of approving patent licences.",154.0,154.0
JPN_2003_004,JPN,Japan,2003,2003.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"Reduces regulatory barriers to entrepreneurship, enabling easier formation of innovative firms and supporting the startup ecosystem.",high,Startup Capital Requirement Reform,,False,implemented,Described as implemented reform in 2003.,high,False,1,"Targeted regulatory reform addressing a specific barrier to startup formation, but narrower in scope and impact than broader ecosystem or funding reforms.",high,"Japan reduced the minimum required capital for start-ups to 1 yen if certain conditions are satisfied, lowering a regulatory barrier to entrepreneurship and facilitating startup formation.",Minimum required capital for start-ups has been reduced to 1 yen if certain conditions are satisfied.,155.0,155.0
JPN_2005_001,JPN,Japan,2005,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the effective cost of private R&D investment, incentivizing firms to increase innovation spending and productivity-enhancing research, thereby supporting long-term GDP growth.",high,R&D Tax Credit Scheme,,False,implemented,"Text states 'Japan introduced an investment tax credit for R&D in 2003', indicating the reform was in force.",high,False,2,A significant but narrower reform introducing a new indirect support instrument for private R&D; not a system-wide structural change.,high,"Japan introduced an investment tax credit for R&D in 2003, allowing firms to deduct R&D expenditures from corporate income tax liability. This indirect support instrument aims to incentivize private-sector research and development investment.","Following the introduction of an investment tax credit for R&D in 2003, the amount of revenue lost by special deductions in the national corporate income tax increased from 0.4 to 1.7 trillion yen (0.3 per cent of GDP).",,
JPN_2006_018,JPN,Japan,2006,2003.0,2003.0,explicit,high,,,,,explicit,high,innovation,other,,,public,adoption,growth_supporting,"The special zones initiative removes regulatory barriers to innovation and technology diffusion, enabling faster commercialisation of new services and technologies in healthcare, education, and other sectors, supporting productivity growth.",medium,Special Zones for Structural Reform,,False,implemented,"The text states 'The Special Zones for Structural Reform initiative launched in 2003' and provides evidence of ongoing implementation: 'By November 2005, 547 regulatory reform proposals had been accepted.'",high,True,3,"A major, system-wide regulatory reform mechanism enabling experimentation and diffusion of innovation-supporting regulatory changes across multiple sectors (healthcare, education, safety). Represents a structural approach to removing barriers to technology commercialisation and adoption.",high,"The Special Zones for Structural Reform initiative, launched in 2003, allows geographically limited areas to act as testing grounds for regulatory reforms blocked at the national level. By November 2005, 547 regulatory reform proposals had been accepted, with 206 tried in 709 special zones and 341 implemented nationwide. Of 206 reforms evaluated, 64 have been accepted on a nation-wide basis.",The Special Zones for Structural Reform initiative launched in 2003 should be used effectively to advance nation-wide regulatory reform. The special zone approach allows geographically limited areas to act as a testing ground for the implementation of reforms that are blocked at the national level.,150.0,150.0
JPN_2006_027,JPN,Japan,2006,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax credits reduce the cost of private-sector innovation investment, incentivizing firms to increase R&D spending and supporting productivity growth, though with potential deadweight losses.",medium,R&D Tax Credit and Investment Incentives,FY2003 R&D Tax Credit and Investment Incentives (Temporary Measures),True,implemented,The text states 'The tax subsidy for R&D in Japan in 2001 was close to zero but it had risen above the OECD average by 2004. This is largely due to the introduction of a tax credit on R&D and investment incentives in FY2003.',high,False,2,"A significant policy instrument affecting private-sector R&D investment with measurable fiscal impact (1.1 trillion yen foregone revenue) and estimated business investment response (3.7 trillion yen), though temporary in nature.",high,"Japan introduced a tax credit on R&D and investment incentives in FY2003, including temporary measures for three years, resulting in an estimated 1.1 trillion yen (0.2% of GDP) of foregone tax revenue per year. METI estimated these tax cuts increased business investment by 3.7 trillion yen over the three-year period.","The introduction of a tax credit on R&D and investment incentives in FY2003, including temporary measures for three years, resulting in an estimated 1.1 trillion yen (0.2% of GDP) of foregone tax revenue per year.",157.0,157.0
JPN_2008_001,JPN,Japan,2008,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"R&D tax incentives reduce the effective cost of innovation investment for firms, encouraging private-sector R&D spending and technological development that can raise productivity and long-term growth.",high,Corporate Tax Reform (2003–2008),R&D Tax Incentive for SMEs,True,implemented,The text states: 'the corporate tax base was narrowed by the introduction of R&D and investment incentives in FY2003 for three years' and 'the R&D incentive for small and medium-sized enterprises (SMEs) was extended for another two years' after FY2006.,high,False,2,"A significant but targeted innovation instrument affecting private-sector R&D investment, particularly for SMEs. The extension beyond the initial three-year period indicates sustained policy commitment, though the scope is narrower than a system-wide reform.",high,"Japan introduced R&D tax incentives for firms in FY2003, providing tax relief for research and development expenditures. The initial three-year temporary measures were largely terminated in FY2006, but the R&D incentive for small and medium-sized enterprises (SMEs) was extended for another two years.","the corporate tax base was narrowed by the introduction of R&D and investment incentives in FY2003 for three years, which resulted in an estimated 1.1 trillion yen (0.2% of GDP) of foregone tax revenue per year. Although the temporary measures were largely terminated in FY2006 as scheduled, the R&D incentive for small and medium-sized enterprises (SMEs) was extended for another two years.",100.0,100.0
JPN_2009_004,JPN,Japan,2009,2003.0,,,,,,,,explicit,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Reducing barriers and improving efficiency of clinical trials accelerates pharmaceutical innovation and market entry, supporting productivity growth in the health sector.",high,Clinical Trial Activation Plan,Clinical Trial Activation Plan,False,implemented,Described as implemented since 2003.,high,False,2,"Significant sectoral initiative to streamline clinical trial processes, but narrower in scope and budget than major R&D programmes.",medium,"Japan implemented the Clinical Trial Activation Plan since 2003 to improve the cost, speed, and quality of clinical trials, with the goal of reducing barriers to drug development and accelerating the introduction of new drugs to the Japanese market.","The government has also been implementing the 'Clinical Trial Activation Plan' since 2003 for improving the cost, speed and quality of clinical trials.",124.0,124.0
JPN_2002_003,JPN,Japan,2002,2004.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,basic,growth_supporting,"Corporatization and autonomy enable universities to respond more flexibly to technological change and market demands, improving research efficiency and innovation capacity.",high,Reform of State-Run Universities,Corporatisation and transformation into independent agencies,True,legislated,The planned transformation of national universities into independent agencies in 2004 will allow them more flexible management and greater autonomy.,high,True,3,"Structural transformation of the entire national university system, introducing corporate governance, flexible personnel management, and competitive dynamics. This is a system-wide reform affecting research incentives and institutional capacity across Japan's public research sector.",high,"Japan corporatized national universities and transformed them into independent agencies (planned for 2004), introducing private-sector management practices, flexible personnel management, and greater autonomy to enhance competition and institutional responsiveness.","The planned transformation of national universities into independent agencies in 2004, which will allow them more flexible management and greater autonomy.",,
JPN_2006_015,JPN,Japan,2006,2004.0,2004.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public_private,unknown,mixed,"Targeted sectoral R&D support can accelerate innovation in high-impact areas, but the strategy risks government failure and distortions through picking winners, and long-term roadmaps may become obsolete given rapid technological change.",medium,New Industry Promotion Strategy,,False,implemented,"The text states 'In 2004, the Ministry compiled the New Industry Promotion Strategy', indicating the strategy was formulated and implemented.",high,True,3,"A major, system-wide sectoral R&D strategy covering seven priority industries with long-term (20–30 year) technology roadmaps and coordinated government-private sector support. Represents a significant structural commitment to directed innovation in key sectors.",high,"Japan's Ministry of Economy, Trade and Industry (METI) compiled the 'New Industry Promotion Strategy' in 2004, specifying seven priority areas (fuel cells, digital consumer electronics, robots, software, health/welfare, environment/energy and professional services) with increased R&D spending, strengthened competition, and establishment of regulatory frameworks to support these sectors over the next 20–30 years.","In 2004, the Ministry compiled the 'New Industry Promotion Strategy', which specifies seven priority areas – fuel cells, digital consumer electronics, robots, software, health/welfare, environment/energy and professional services– to support the Japanese economy over the next 20 to 30 years.",,
JPN_2006_023,JPN,Japan,2006,2004.0,,,,,,,,explicit,high,innovation,human_capital,,,public,basic,growth_supporting,"Opening the tertiary education market to foreign providers stimulates competition and can upgrade the competitiveness of Japanese universities, improving human capital quality and innovation capacity.",medium,University Governance and Competitiveness Reform,Foreign university designation and tax treatment,True,implemented,The ministry created a new status of 'foreign university' in December 2004 and so far four universities have been thus designated.,high,False,1,"A minor institutional reform creating a new regulatory category for foreign universities. While relevant to human capital and competition, the actual uptake has been very limited (only four designations) and the measure lacks full tax incentives.",medium,"Japan created a new status of 'foreign university' in December 2004 to encourage competition in the tertiary education market. However, most designated foreign universities do not receive preferential tax treatment granted to Japanese universities, limiting their competitive advantage.",The ministry created a new status of 'foreign university' in December 2004 and so far four universities have been thus designated.,155.0,155.0
JPN_2009_005,JPN,Japan,2009,2004.0,,,,2004.0,explicit,high,,explicit,high,innovation,sectoral_rd,,,public_private,adoption,growth_supporting,"Expanding access to advanced medical treatments under development accelerates diffusion and adoption of medical innovations, supporting productivity growth in healthcare.",high,Specified Medical Costs (SMC) Expansion,Specified Medical Costs (SMC) Expansion,False,implemented,Described as expansion in 2004 with specific numbers of treatments and hospitals.,high,False,1,Incremental expansion of an existing policy mechanism; narrower in scope than major sectoral R&D programmes.,medium,"In 2004, Japan expanded the 'Specified Medical Costs' (SMC) list by adding 100 additional treatments and expanding the number of hospitals allowed to offer these treatments to approximately 2000, creating an exception to the ban on mixed billing to accelerate the adoption of advanced medical treatments under development.",The debate over mixed billing led to a compromise in 2004 between the MHLW and the minister for regulatory reform to expand the list of treatments in the SMC... 100 additional treatments were added to the SMC and the number of hospitals allowed to offer these treatments was expanded to about 2000.,126.0,126.0
JPN_2006_021,JPN,Japan,2006,2005.0,,,,,,,,inferred,medium,innovation,human_capital,,,public,basic,growth_supporting,"Increasing educational diversity and allowing schools to tailor curricula to local needs builds human capital more effectively and encourages innovation in teaching methods, supporting long-term productivity growth.",medium,Education Diversity and School Management Reform,Special zone curriculum flexibility and nation-wide extension,True,implemented,"Following positive results in the special zones, this measure was extended nation-wide. Among the 709 special zones approved through November 2005, 140 were related to the education sector.",high,False,2,"A significant reform affecting human capital development through educational diversification and decentralization. Affects a large number of schools and students, but is primarily a regulatory/management reform rather than a direct R&D or innovation instrument.",medium,"Japan allowed greater diversity in education through decentralization of decision-making and increased school accountability. Special zone initiatives permitted local governments to set special curricula, with English classes in primary schools being the most popular reform, later extended nation-wide.","In nearly half of the 140 zones, local governments are allowed to set a special curriculum, with English classes in primary schools the most popular case. Following positive results in the special zones, this measure was extended nation-wide.",,
JPN_2008_010,JPN,Japan,2008,2005.0,2005.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"Directs public R&D and innovation support toward high-potential service sectors, aiming to accelerate productivity growth and economic dynamism in underperforming areas.",high,New Industry Development Strategy 2005,,False,implemented,The strategy 'selected seven priority areas for development' and 'METI has drawn up detailed action plans for the priority areas.',high,False,2,"A significant sectoral R&D initiative targeting underperforming service industries with structured action plans, but narrower in scope than economy-wide R&D system reform.",high,"Japan launched the 'New Industry Development Strategy 2005' selecting seven priority areas for development, including four service sectors: business services, software contents, health/welfare, and environment/energy. The Ministry of Economy, Trade and Industry (METI) drew up detailed action plans for these priority areas.","The 'New Industry Development Strategy 2005' selected seven priority areas for development, including four service sectors; business services, software contents, health/welfare and environment/energy. The Ministry of Economy, Trade and Industry (METI) has drawn up detailed action plans for the priority areas.",,
JPN_2006_001,JPN,Japan,2006,2006.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,unknown,growth_supporting,"Increased public R&D investment and competitive allocation mechanisms enhance innovation capacity and productivity growth, though efficiency gains depend on implementation quality.",medium,Third Science and Technology Basic Plan (FY2006-10),,False,implemented,The third Science and Technology Basic Plan covers the period FY2006-10 and contains provisions for government R&D investment.,high,True,3,"This is a major system-wide reform establishing the national R&D investment framework for a five-year period, setting the 1% GDP target and defining priority areas. It represents a structural commitment to innovation policy at the national level.",high,"Japan's third Science and Technology Basic Plan (FY2006-10) sets government R&D investment at 1% of GDP annually and identifies priority and promotion areas for public R&D spending, with recommendations to increase the share of competitive grants and improve allocation efficiency.","The third Science and Technology Basic Plan, which covers the period FY2006-10, contains a number of positive changes from the preceding plans... government R&D investment should be 1% of GDP each year between FY2006and FY2010.",19.0,20.0
JPN_2006_009,JPN,Japan,2006,2006.0,2006.0,explicit,high,,,,,explicit,high,innovation,rd_funding,human_capital,,public,basic,growth_supporting,"Increased R&D spending, enhanced researcher mobility, and strengthened university-industry linkages through TLOs and start-ups support knowledge creation and commercialisation, addressing structural weaknesses in Japan's innovation system.",high,Third Science and Technology Basic Plan,,False,announced,"The government announced in March 2006 the third Science and Technology Basic Plan for FY2006-2010, which was formulated by the CSTP.",high,True,3,"Major five-year plan with substantial increase in public R&D spending (from 21 to 25 trillion yen), systemic reforms to researcher mobility and university roles, and explicit focus on addressing structural weaknesses in knowledge transfer and human capital.",high,"Japan announced the third Science and Technology Basic Plan (FY2006–2010) in March 2006, which increases total public R&D spending to 25 trillion yen (1% of GDP annually), strengthens researcher mobility through fixed-term contracts and performance evaluation, expands university roles in human resource development, and increases support for technology licensing organisations (TLOs) and university start-ups.","The government announced in March 2006 the third Science and Technology Basic Plan for FY2006-2010, which was formulated by the CSTP. The Plan emphasises the importance of creating a knowledge-based economy in the context of intensifying worldwide competition, particularly with Asian countries including China and Korea.",142.0,142.0
JPN_2006_010,JPN,Japan,2006,2006.0,2006.0,explicit,high,,,,,explicit,medium,innovation,human_capital,,,public,basic,growth_supporting,"Enhanced researcher mobility facilitates knowledge transfer across institutions and sectors, reduces knowledge silos, and improves the efficiency of human capital allocation in the research system.",high,Third Science and Technology Basic Plan,Researcher mobility enhancement,True,announced,Enhance the mobility of researchers by expanding the use of fixed-term contracts and performance evaluation at universities and public research institutes. Require young researchers to change their organisational affiliation at least once after graduation before obtaining a permanent position.,high,False,2,"Significant systemic reform addressing a documented structural weakness (researcher mobility in Japan was 0.8 job changes per career vs. 1.6–3.5 in other OECD countries), with potential to improve knowledge transfer and innovation outcomes.",high,"The third Science and Technology Basic Plan includes systemic reforms to enhance researcher mobility by expanding fixed-term contracts and performance evaluation at universities and public research institutes, requiring young researchers to change organisational affiliation at least once before obtaining permanent positions, and publishing information on researcher retention rates.",Enhance the mobility of researchers by expanding the use of fixed-term contracts and performance evaluation at universities and public research institutes. Require young researchers to change their organisational affiliation at least once after graduation before obtaining a permanent position.,143.0,143.0
JPN_2006_011,JPN,Japan,2006,2006.0,2006.0,explicit,high,,,,,explicit,medium,innovation,human_capital,knowledge_transfer,,public_private,applied,growth_supporting,"University-industry internship programmes and enhanced science education build human capital for innovation and strengthen knowledge transfer between academia and industry, supporting applied research capacity.",high,Third Science and Technology Basic Plan,University human resource development and industry cooperation,True,announced,"Strengthen the role of universities and graduate schools in human resource development, in part through the establishment of long-term internship programmes in co-operation with industry.",high,False,2,"Meaningful reform linking university education to industry needs through internship programmes and competitive funding expansion, addressing documented weaknesses in industry-academia cooperation and science education participation.",medium,"The third Science and Technology Basic Plan includes measures to strengthen university roles in human resource development through establishment of long-term internship programmes in cooperation with industry, increased support for upper secondary schools prioritising science and mathematics, and expansion of competitive funding for research with improved evaluation.","Strengthen the role of universities and graduate schools in human resource development, in part through the establishment of long-term internship programmes in co-operation with industry. Increase support for upper secondary schools that put priority on science and mathematics.",143.0,143.0
JPN_2006_012,JPN,Japan,2006,2006.0,2006.0,explicit,high,,,,,explicit,medium,innovation,knowledge_transfer,startup_ecosystem,,public_private,commercialization,growth_supporting,"Strengthening TLOs and university start-ups facilitates knowledge commercialisation and technology transfer from public research to the private sector, addressing documented weak industry-academia links and low venture capital investment.",high,Third Science and Technology Basic Plan,Technology licensing and university start-up support,True,announced,"Substantially raise the share of private sector-funded research carried out in universities by strengthening ties between industry, university and government through greater support for technology licensing organisations (TLOs), university start-ups and other measures.",high,False,2,"Significant reform targeting a documented structural weakness: business-financed R&D performed by higher education was only 50% of OECD average, and weak industry-academia links limited knowledge transfer and commercialisation.",high,"The third Science and Technology Basic Plan includes measures to substantially raise the share of private sector-funded research carried out in universities by strengthening ties between industry, university and government through greater support for technology licensing organisations (TLOs), university start-ups, and other measures.","Substantially raise the share of private sector-funded research carried out in universities by strengthening ties between industry, university and government through greater support for technology licensing organisations (TLOs), university start-ups and other measures.",143.0,143.0
JPN_2006_028,JPN,Japan,2006,2006.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,mixed,"Terminating broad tax credits may reduce deadweight losses but could dampen private R&D investment; extending SME support targets smaller firms with financing constraints, supporting innovation but potentially creating distortions.",medium,R&D Tax Credit and Investment Incentives,FY2006 R&D Tax Credit Adjustment and SME Extension,True,implemented,"The text states 'In the FY2006 budget, the temporary measures were largely terminated as scheduled. However, the R&D investment incentive for SMEs was extended for another two years.'",high,False,1,"An incremental adjustment to an existing tax credit scheme, narrowing the scope to SMEs and introducing new information infrastructure incentives, with smaller projected fiscal impact than the original FY2003 measures.",high,"In the FY2006 budget, Japan largely terminated the temporary R&D tax credit measures as scheduled, but extended the R&D investment incentive for SMEs for another two years and introduced new temporary tax incentives for acquiring information infrastructure.","In the FY2006 budget, the temporary measures were largely terminated as scheduled. However, the R&D investment incentive for SMEs was extended for another two years, while new measures, including a temporary tax incentive for acquiring information infrastructure, were introduced.",,
JPN_2008_002,JPN,Japan,2008,2006.0,,,,,,,,inferred,medium,innovation,innovation_instruments,,,private,applied,growth_supporting,"Tax incentives for information infrastructure investment reduce the cost of digital technology adoption, supporting private-sector innovation and productivity improvements in the digital economy.",medium,Corporate Tax Reform (2003–2008),Information Infrastructure Tax Incentive,True,implemented,"The text states: 'new measures, including a temporary tax incentive for acquiring information infrastructure, were introduced' after FY2006 when the R&D incentive for SMEs was extended.",medium,False,1,"A minor, narrowly targeted tax incentive for information infrastructure acquisition. While supporting digital innovation, it is a temporary measure with limited scope compared to broader innovation policy instruments.",medium,"Japan introduced a temporary tax incentive for acquiring information infrastructure, implemented alongside the extension of the R&D incentive for SMEs after FY2006. This measure aimed to support private-sector investment in digital and information technology infrastructure.","new measures, including a temporary tax incentive for acquiring information infrastructure, were introduced.",100.0,100.0
JPN_2008_004,JPN,Japan,2008,2006.0,,,,,,,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,Enhancing labour mobility and career flexibility for researchers increases human capital allocation efficiency and supports innovation capacity in the public research sector.,high,3rd Basic Plan of Science and Technology,Researcher career path diversification project,True,implemented,The MEXT launched a project to promote the diversification of the career path for researchers in FY2006 and FY2007.,high,False,2,"A targeted initiative to improve researcher mobility and career flexibility within public research institutes, supporting the broader goal of enhancing innovation capacity. Significant but narrower in scope than system-wide reforms.",medium,"MEXT launched a project in FY2006 and FY2007 to promote diversification of career paths for researchers at public research institutes, enhancing labour mobility in the research sector.",The MEXT launched a project to promote the diversification of the career path for researchers in FY2006 and FY2007.,47.0,47.0
JPN_2008_005,JPN,Japan,2008,2006.0,2006.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,"Increasing fixed-term contracts and reducing in-breeding enhances labour mobility, competitive hiring, and performance-based incentives in public research institutions, supporting innovation productivity.",high,3rd Basic Plan of Science and Technology,Fixed-term contract expansion for researchers,True,implemented,"Following the 3rd Basic Plan of Science and Technology (March 2006), research institutes and universities are to increase the number of researchers with fixed-term contracts.",high,False,2,A significant structural reform of employment practices in public research institutions aimed at improving labour mobility and reducing institutional in-breeding. Affects hiring and career progression across the public research sector.,medium,"Following the 3rd Basic Plan of Science and Technology (March 2006), research institutes and universities were directed to increase the number of researchers with fixed-term contracts to enhance labour mobility and reduce in-breeding.","Following the 3rd Basic Plan of Science and Technology (March 2006), research institutes and universities are to increase the number of researchers with fixed-term contracts.",,
JPN_2008_006,JPN,Japan,2008,2006.0,2006.0,explicit,high,,,,,explicit,medium,innovation,knowledge_transfer,,,public_private,unknown,growth_supporting,"Strengthening links between public research and business sectors facilitates knowledge transfer and commercialisation, supporting innovation diffusion and private-sector productivity growth.",medium,3rd Basic Plan of Science and Technology,Business-R&D cooperation promotion,True,implemented,The 3rd Basic Plan of Science and Technology promotes co-operation between business and R&D organisations through conferences.,medium,False,2,A targeted initiative to improve university-industry collaboration through structured engagement mechanisms. Significant for knowledge transfer but relatively modest in scope and implementation mechanism.,medium,The 3rd Basic Plan of Science and Technology (March 2006) promoted cooperation between business and R&D organisations through conferences to strengthen links between public research institutes and the business sector.,The 3rd Basic Plan of Science and Technology promotes co-operation between business and R&D organisations through conferences.,,
